报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,0.0,516.6,0.0,442.31,0.0,-486.96,0.0,12353.38,0.0,1009.84,0.0,-9357.85,0.0,2353.9,0.0,4873.32,0.0,-869.31,0.0,-747.59,0.0,1532.88,0.0,9186.28,0.0,10847.02,0.0,14412.24,0.0,5559.83,0.0,3115.81,0.0,4453.56,0.0,1268.27,0.0,3248.61,0.0,1718.34,0.0,476.7,0.0,641.65,0.0,3000.83,0.0,1641.36,0.0,4038.14,0.0,455.07,0.0,625.24,0.0,194.22,0.0,583.96,0.0,811.84,0.0,15835.39,0.0,19441.31,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,0.0,983.43,0.0,13949.93,0.0,39766.47,0.0,81481.52,0.0,59132.5,0.0,121605.17,0.0,69876.25,0.0,138789.62,0.0,70501.81,0.0,144961.29,0.0,71995.16,0.0,141092.23,0.0,68888.65,0.0,138308.67,0.0,68209.83,0.0,137226.7,0.0,59409.43,0.0,125431.61,0.0,52855.73,0.0,110092.96,0.0,52403.24,0.0,106946.67,0.0,51336.22,0.0,105982.77,0.0,52853.48,0.0,93730.35,0.0,50036.55,0.0,99026.95,0.0,52365.56,0.0,101870.3,0.0,56210.58,0.0,111775.78,0.0
无形资产摊销,0.0,20.59,0.0,734.3,0.0,1443.78,0.0,2887.57,0.0,1443.78,0.0,2930.25,0.0,1472.5,0.0,2891.64,0.0,1472.5,0.0,2886.67,0.0,1468.55,0.0,3043.77,0.0,1555.17,0.0,3084.84,0.0,1482.54,0.0,3035.14,0.0,1531.19,0.0,3065.72,0.0,1137.29,0.0,2317.68,0.0,1181.34,0.0,2416.71,0.0,1039.04,0.0,2338.88,0.0,1232.8,0.0,2066.53,0.0,1197.82,0.0,2370.06,0.0,0.0,0.0,2936.85,0.0,1368.22,0.0,2853.77,0.0
长期待摊费用摊销,0.0,7.68,0.0,15.36,0.0,107.68,0.0,247.47,0.0,250.0,0.0,0.0,0.0,250.0,0.0,983.33,0.0,0.0,0.0,633.33,0.0,317.3,0.0,637.75,0.0,0.0,0.0,557.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.32,0.0,0.0,0.0,18.02,0.0,13.38,0.0,47.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.15,0.0,106.77,0.0,218.89,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,0.18,0.0,127.35,0.0,-243.87,0.0,-49.8,0.0,-178.23,0.0,1073.29,0.0,0.52,0.0,1189.78,0.0,-83.47,0.0,-618.48,0.0,57.71,0.0,1651.2,0.0,-16.55,0.0,983.15,0.0,67.35,0.0,-201.87,0.0,3.05,0.0,10.29,0.0,111.1,0.0,124.41,0.0,5.58,0.0,-347.77,0.0,-1352.49,0.0,-1149.0,0.0,-1.76,0.0,706.66,0.0,145.41,0.0,148.94,0.0,0.0,0.0,1915.91,0.0,0.28,0.0,2378.9,0.0
固定资产报废损失,0.0,0.0,0.0,84.77,0.0,0.0,0.0,3013.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.83,0.0,-1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1958.32,0.0,0.0,0.0,6228.36,0.0,100.46,0.0,3471.21,0.0,0.51,0.0,6418.85,0.0,17.85,0.0,15837.84,0.0,-348.56,0.0,3408.84,0.0,17.36,0.0,18938.9,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.27,0.0,0.0,0.0,85.27,0.0,0.0,0.0,4.03,0.0,5.45,0.0,-869.29,0.0,-617.59,0.0,-338.0,0.0,6174.29,0.0,-1296.71,0.0,-1904.17,0.0,-1297.91,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1904.05,0.0,-482.77,0.0,-1935.88,0.0,0.0,0.0,-1295.12,0.0,0.0,0.0,-1318.1,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,0.0,472.92,0.0,9215.38,0.0,20932.97,0.0,46424.86,0.0,18805.24,0.0,24965.24,0.0,18196.48,0.0,52200.44,0.0,28437.75,0.0,58616.52,0.0,40433.68,0.0,92598.88,0.0,47683.9,0.0,87224.12,0.0,24027.9,0.0,99906.85,0.0,23882.35,0.0,80826.7,0.0,29780.34,0.0,62578.78,0.0,26728.49,0.0,45846.96,0.0,19055.58,0.0,36257.93,0.0,18394.77,0.0,18468.64,0.0,4353.25,0.0,33653.23,0.0,-13733.02,0.0,27339.68,0.0,10272.58,0.0,20950.89,0.0
投资损失,0.0,-245.16,0.0,-316.83,0.0,-87.21,0.0,-190.96,0.0,-152.73,0.0,-533.98,0.0,-554.84,0.0,-529.62,0.0,469.54,0.0,1988.84,0.0,1775.88,0.0,1210.67,0.0,-126.25,0.0,-33.98,0.0,167.74,0.0,294.92,0.0,876.55,0.0,-44415.81,0.0,-1489.8,0.0,-2098.06,0.0,-3535.08,0.0,-4669.22,0.0,-1458.94,0.0,-4511.4,0.0,-3678.09,0.0,-38577.14,0.0,-17299.7,0.0,-40373.52,0.0,697.8,0.0,-31610.59,0.0,-10448.47,0.0,-31733.95,0.0
递延所得税资产减少,0.0,-161.88,0.0,-435.41,0.0,514.0,0.0,-2646.65,0.0,467.02,0.0,-2639.89,0.0,3375.79,0.0,1444.0,0.0,1508.1,0.0,-3635.22,0.0,-15202.91,0.0,-31671.18,0.0,-6587.88,0.0,1489.05,0.0,-98.84,0.0,2233.93,0.0,-5671.69,0.0,-3666.67,0.0,3390.27,0.0,9381.57,0.0,12134.08,0.0,23149.02,0.0,102.71,0.0,3480.53,0.0,-135.51,0.0,256.96,0.0,232.07,0.0,2019.82,0.0,0.0,0.0,-800.43,0.0,-364.4,0.0,-6507.06,0.0
递延所得税负债增加,0.0,0.0,0.0,-40.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.5,0.0,-157.72,0.0,0.0,0.0,-192.39,0.0,0.0,0.0,-208.7,0.0,0.0,0.0,-194.83,0.0,-86.03,0.0,-242.9,0.0,0.0,0.0,-124.91,0.0,0.0,0.0,-111.76,0.0,0.0,0.0,-222.2,0.0,26.18,0.0,-64.4,0.0,-38.77,0.0,48.25,0.0,-1226.42,0.0,86.97,0.0
存货的减少,0.0,-5822.06,0.0,-325919.5,0.0,-183869.32,0.0,-92483.46,0.0,157311.41,0.0,38265.93,0.0,-194736.48,0.0,-216731.12,0.0,-84488.98,0.0,50855.0,0.0,22279.93,0.0,186593.05,0.0,13258.03,0.0,-41266.29,0.0,35588.79,0.0,82850.09,0.0,40876.64,0.0,88495.09,0.0,-19479.21,0.0,-86001.94,0.0,15426.96,0.0,-154382.26,0.0,251606.67,0.0,-28132.63,0.0,167383.56,0.0,65167.79,0.0,-3861.83,0.0,-123288.15,0.0,-188180.7,0.0,-17597.47,0.0,10.67,0.0,2306.27,0.0
经营性应收项目的减少,0.0,-10986.81,0.0,-177051.66,0.0,115715.17,0.0,23495.28,0.0,54404.26,0.0,21598.62,0.0,-82596.76,0.0,-112294.53,0.0,-38741.26,0.0,-234005.48,0.0,30335.45,0.0,61661.84,0.0,-4750.57,0.0,-92594.74,0.0,-76297.26,0.0,22645.32,0.0,113693.63,0.0,72818.19,0.0,-37397.06,0.0,-235767.91,0.0,-59702.49,0.0,117217.74,0.0,-146565.01,0.0,-874563.73,0.0,-19767.8,0.0,260809.45,0.0,19914.64,0.0,-194411.25,0.0,-98046.6,0.0,-521811.34,0.0,-134444.17,0.0,353451.15,0.0
经营性应付项目的增加,0.0,-1155.98,0.0,452007.13,0.0,-28156.75,0.0,-138174.76,0.0,-205186.43,0.0,-140820.32,0.0,125478.18,0.0,24529.15,0.0,134376.51,0.0,141453.43,0.0,73722.5,0.0,-43434.49,0.0,-38862.63,0.0,20426.06,0.0,-58779.89,0.0,-200069.66,0.0,-90285.22,0.0,-61286.79,0.0,-25671.01,0.0,161197.36,0.0,-73396.05,0.0,241726.01,0.0,-255990.96,0.0,400671.11,0.0,-86728.9,0.0,-117995.08,0.0,181149.29,0.0,294672.87,0.0,110254.9,0.0,465133.01,0.0,-274048.4,0.0,-586121.15,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,-28.36,0.0,3383.85,0.0,0.0,0.0,14833.06,0.0,0.0,0.0,-42.55,0.0,0.0,0.0,-1323.22,0.0,0.0,0.0,-131967.69,0.0,-183398.04,0.0,-288627.98,0.0,-44676.09,0.0,-164578.51,0.0,-2068.79,0.0,116377.47,0.0,-143764.17,0.0,-62981.97,0.0,45251.55,0.0,39426.46,0.0,230143.51,0.0,95994.8,0.0,77819.99,0.0,60017.72,0.0,-201274.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279044.23,0.0,0.0,0.0
经营活动产生现金流量净额,0.0,-14164.27,0.0,6898.57,0.0,13293.4,0.0,22208.9,0.0,91842.68,0.0,75925.1,0.0,-28713.27,0.0,-65330.58,0.0,135392.57,0.0,48695.04,0.0,7166.67,0.0,30006.89,0.0,24934.6,0.0,-19893.75,0.0,-2956.21,0.0,310019.64,0.0,-8373.3,0.0,204814.39,0.0,62232.09,0.0,115851.24,0.0,260888.77,0.0,794677.43,0.0,215188.53,0.0,296740.93,0.0,117093.95,0.0,633255.49,0.0,345032.42,0.0,357555.38,0.0,118623.7,0.0,481132.8,0.0,75084.26,0.0,7810.58,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38631.68,0.0,0.0,0.0,25555.51,0.0,0.0,0.0,16305.24,0.0,13806.13,0.0,12964.77,0.0,5525.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,4858.85,3913.56,4565.74,298288.89,315469.4,134187.2,299210.65,276369.17,325670.09,272482.91,332091.45,296499.69,295663.64,232574.15,223185.88,214548.79,162501.16,202454.05,0.0,269812.88,0.0,221038.66,0.0,297564.65,0.0,316725.35,0.0,235327.58,0.0,189477.21,0.0,408693.51,0.0,245161.46,0.0,265910.57,0.0,116519.89,0.0,99474.53,0.0,249416.64,0.0,692552.95,0.0,754036.67,0.0,551219.66,0.0,601392.59,0.0,386686.16,0.0,455893.34,0.0,441576.8,0.0,156911.64,0.0,481650.15,0.0,254035.94,0.0,433418.22,0.0
现金的期初余额,11317.62,11317.62,11317.62,12783.58,298288.89,298288.89,298288.89,298966.89,275691.17,276369.17,276369.17,276369.17,296499.69,296499.69,296499.69,296499.69,214548.79,214548.79,0.0,214548.79,0.0,269812.88,0.0,269812.88,0.0,297564.65,0.0,297564.65,0.0,235327.58,0.0,235327.58,0.0,408693.51,0.0,408693.51,0.0,265910.57,0.0,265910.57,0.0,99474.53,0.0,100623.8,0.0,692552.95,0.0,692552.95,0.0,551219.66,0.0,551219.66,0.0,386686.16,0.0,386686.16,0.0,441576.8,0.0,441576.8,0.0,481650.15,0.0,481659.31,0.0
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,-6458.78,-7404.06,-6751.88,285505.31,17180.51,-164101.69,921.76,-22597.72,49978.92,-3886.27,55722.28,20130.52,-836.05,-63925.54,-73313.81,-81950.9,-52047.63,-12094.74,0.0,55264.09,0.0,-48774.22,0.0,27751.77,0.0,19160.7,0.0,-62237.08,0.0,-45850.36,0.0,173365.93,0.0,-163532.05,0.0,-142782.95,0.0,-149390.68,0.0,-166436.04,0.0,149942.12,0.0,591929.15,0.0,61483.72,0.0,-141333.28,0.0,50172.92,0.0,-164533.5,0.0,69207.18,0.0,54890.64,0.0,-284665.15,0.0,40073.36,0.0,-227614.21,0.0,-48241.08,0.0
