报表日期,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
负债合计,77904.69,86427.24,77980.82,81786.68,87930.89,106097.19,80110.54,84051.73,81988.02,79587.1,150786.2,156073.88,156680.8,164702.24,154151.28,169336.71,153855.26,168489.0,157006.48,180934.39,278917.47,312570.05,263314.73,291023.84,276852.12,265712.57,295276.18,308916.77,277601.66,275151.75,268323.07,261277.0,246554.75,237475.17,222878.24,238747.67,224317.83,241636.75,255328.83
实收资本(或股本),40320.0,40320.0,40320.0,40320.0,40320.0,40320.0,40320.0,40320.0,40320.0,40320.0,40320.0,40320.0,40320.0,40320.0,40320.0,40320.0,40320.0,40320.0,80640.0,80640.0,80640.0,80640.0,80640.0,80640.0,80640.0,80640.0,80640.0,80640.0,80640.0,80640.0,80640.0,80640.0,80640.0,80640.0,80640.0,80640.0,80640.0,80640.0,80640.0
资本公积,67663.5,67394.98,68237.38,68311.09,70564.51,71389.54,73696.13,64700.63,64700.63,64700.63,64700.63,64700.63,64700.63,64700.63,64696.74,64696.74,64696.74,64696.74,24376.74,24395.05,24395.05,24395.05,23846.96,23045.94,23045.94,23043.61,22421.64,22333.7,22333.7,22333.7,22333.7,22333.7,22333.7,22333.7,22333.7,22333.7,22333.7,22333.7,22333.7
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7570.99,11424.44,12827.57,6927.61,11109.6,8768.78,10418.3,8768.78,7304.05,6852.32,6599.07,7967.97,5818.8,7091.87,4001.58,2872.24,2174.1,3358.99,3379.53,2938.06,3574.64,3307.71,3359.04,4324.11,2718.12,2399.85,2122.65,4709.87,1345.93,-933.28,6161.04,-40.08
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,10675.19,10675.19,10675.19,11883.75,11883.75,11883.75,11883.75,13140.52,13140.52,13140.52,13140.52,13987.38,13987.38,13987.38,13987.38,15038.72,15038.72,15038.72,15038.72,17288.83,17288.83,17288.83,17288.83,18442.71,18457.66,18457.66,18457.66,18756.82,18756.82,18756.82,18756.82,20219.7,20219.7,20219.7,20219.7,20701.5,20701.5,20701.5,20701.5
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,33889.0,28617.74,33931.58,36678.67,39670.39,34697.31,40260.71,43393.54,46417.09,41148.7,46661.41,45870.02,48378.38,43299.36,47183.49,48931.3,50810.93,53462.53,52192.51,52128.48,53642.78,56132.43,50497.07,53190.17,54642.87,58260.46,50901.27,50329.38,46455.45,49747.6,49593.49,52458.98,54210.9,57580.09,56160.6,58800.19,59518.26,59303.41,55952.43
归属于母公司股东权益合计,152547.69,147007.91,153164.15,157193.51,162438.65,158290.59,166160.59,169125.69,176002.69,172137.42,171750.18,175987.64,176155.17,172725.68,174956.38,176290.81,177718.7,180117.06,180215.94,180271.15,183058.53,182457.89,175145.1,177492.91,180145.46,183781.26,175358.62,175634.55,171493.69,174837.17,175648.13,178370.5,179804.15,182896.14,184063.87,183821.33,182260.18,189139.66,179587.56
少数股东权益,8564.53,8312.4,8632.24,8590.95,8368.64,11210.25,11555.08,11520.53,11311.5,12394.42,13389.93,13597.13,13554.73,16565.37,17097.43,18313.36,17553.87,18414.57,18406.24,15969.21,16582.29,17151.67,14896.41,12223.78,11879.19,12168.36,12107.88,11465.48,9650.6,9415.1,10892.07,11418.2,12035.77,13077.24,14634.06,15942.94,16728.15,4885.3,6752.73
所有者权益(或股东权益)合计,161112.21,155320.32,161796.4,165784.46,170807.29,169500.84,177715.68,180646.22,187314.19,184531.84,185140.1,189584.77,189709.9,189291.04,192053.82,194604.17,195272.57,198531.62,198622.18,196240.36,199640.81,199609.56,190041.5,189716.7,192024.64,195949.62,187466.5,187100.03,181144.28,184252.26,186540.2,189788.71,191839.92,195973.37,198697.93,199764.27,198988.33,194024.96,186340.28
负债和所有者权益(或股东权益)总计,239016.9,241747.55,239777.22,247571.14,258738.18,275598.04,257826.22,264697.95,269302.21,264118.93,335926.3,345658.65,346390.71,353993.28,346205.1,363940.89,349127.83,367020.62,355628.66,377174.75,478558.28,512179.61,453356.24,480740.54,468876.77,461662.19,482742.68,496016.79,458745.94,459404.02,454863.27,451065.7,438394.67,433448.54,421576.17,438511.94,423306.16,435661.71,441669.11
