报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
无形资产摊销,0.0,31.52,0.0,85.95,0.0,31.79,0.0,74.55,0.0,44.28,0.0,88.55,0.0,41.79,0.0,83.58,0.0,41.79,0.0,45.21,0.0,34.8,0.0,47.31,0.0,23.59,0.0,91.61,0.0,45.17,0.0,91.64,0.0,30.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.2,0.0,229.46,0.0,546.61,0.0,693.37,0.0,1505.31,0.0,1219.54,0.0,2287.5,0.0,274.16,0.0,539.23,0.0,277.14
长期待摊费用摊销,0.0,16.83,0.0,36.9,0.0,8.21,0.0,23.62,0.0,9.59,0.0,16.84,0.0,5.76,0.0,10.95,0.0,42.15,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.58,0.0,162.21,0.0,457.09,0.0,108.59,0.0,141.81,0.0,135.4,0.0,490.56,0.0,788.87,0.0,1538.25,0.0,466.94,0.0,1084.29,0.0,557.76,0.0,1061.87,0.0,329.45
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,0.0,0.0,-795.87,0.0,0.0,0.0,-2845.8,0.0,-63.69,0.0,-7.8,0.0,11.2,0.0,-0.21,0.0,7.74,0.0,-19.06,0.0,-4.38,0.0,-12.11,0.0,-410.91,0.0,-283.23,0.0,-231.22,0.0,-204.57,0.0,-1.66,0.0,-124.59,0.0,66.68,0.0,185.6,0.0,118.81,0.0,268.96,0.0,374.62,0.0,1189.11,0.0,1137.51,0.0,2047.86,0.0,388.9,0.0,-102.53,0.0,-315.49,0.0,-498.81,0.0,51.97
固定资产报废损失,0.0,0.0,0.0,17.19,0.0,0.0,0.0,0.0,0.0,-0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888.87,0.0,69.19,0.0,116.4,0.0,10.56
公允价值变动损失,0.0,0.0,0.0,-287.0,0.0,724.12,0.0,334.11,0.0,-6.82,0.0,-254.63,0.0,47.82,0.0,8.03,0.0,480.89,0.0,334.35,0.0,334.35,0.0,168.48,0.0,130.39,0.0,-143.91,0.0,27.3,0.0,-216.9,0.0,-107.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.97,0.0,5748.72,0.0,-1900.92,0.0,-4699.66,0.0,-8301.83,0.0,-26328.06,0.0,8160.03
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,0.0,562.92,0.0,1518.42,0.0,569.2,0.0,918.67,0.0,200.23,0.0,-53.13,0.0,118.02,0.0,596.43,0.0,-42.34,0.0,238.72,0.0,238.72,0.0,232.67,0.0,234.17,0.0,535.36,0.0,41.41,0.0,155.37,0.0,17.29,0.0,-706.92,0.0,-34.76,0.0,499.43,0.0,888.25,0.0,2402.08,0.0,2043.48,0.0,4619.29,0.0,917.82,0.0,2155.01,0.0,1262.64,0.0,2529.14,0.0,4697.02,0.0,10043.5,0.0,5355.6
投资损失,0.0,232.46,0.0,-3653.38,0.0,-12.24,0.0,378.1,0.0,-415.98,0.0,-517.55,0.0,-8.92,0.0,-392.48,0.0,-412.28,0.0,307.46,0.0,307.46,0.0,-815.37,0.0,-111.29,0.0,-617.9,0.0,41.27,0.0,-291.5,0.0,11.7,0.0,65.74,0.0,-7.4,0.0,-7.4,0.0,-529.24,0.0,-74879.74,0.0,-14994.06,0.0,-16834.36,0.0,-7113.51,0.0,-21813.44,0.0,-2688.52,0.0,-30970.85,0.0,-23950.36,0.0,-26816.54,0.0,-24698.71
递延所得税资产减少,0.0,0.0,0.0,-518.01,0.0,0.0,0.0,-350.01,0.0,0.0,0.0,-841.4,0.0,69.04,0.0,295.66,0.0,35.07,0.0,-1579.38,0.0,-1579.38,0.0,230.96,0.0,-460.25,0.0,1399.11,0.0,34.77,0.0,-5.36,0.0,4.09,0.0,-965.8,0.0,-9235.47,0.0,-9067.45,0.0,669.35,0.0,-1016.25,0.0,-5836.04,0.0,-12098.1,0.0,-4293.62,0.0,-24241.16,0.0,-1724.06,0.0,-4391.33,0.0,8923.81,0.0,11507.49,0.0,-3768.92
递延所得税负债增加,0.0,0.66,0.0,20.86,0.0,0.0,0.0,-19.58,0.0,0.0,0.0,36.91,0.0,-31.02,0.0,-38.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.95,0.0,25.72,0.0,2379.2,0.0,886.11,0.0,16241.5,0.0,3656.8,0.0,-2784.29,0.0,-516.85,0.0,171.32,0.0,183.18,0.0,1157.41,0.0,1729.4,0.0,6570.73,0.0,-2256.01
存货的减少,0.0,3434.16,0.0,8633.7,0.0,300.48,0.0,9690.94,0.0,-7516.16,0.0,3912.67,0.0,-6410.07,0.0,-646.26,0.0,-4447.26,0.0,916.85,0.0,-5230.13,0.0,7161.34,0.0,-8078.54,0.0,11035.64,0.0,236.49,0.0,1097.56,0.0,-483.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-699.78,0.0,-702.11,0.0,408.79,0.0,0.46,0.0,-128.09,0.0,16.4,0.0,-37.73,0.0,-1144.08,0.0,-592.5,0.0,-363.2
经营性应收项目的减少,0.0,16742.48,0.0,-3423.81,0.0,-1500.9,0.0,16102.52,0.0,17353.6,0.0,6210.15,0.0,-15517.82,0.0,-1422.51,0.0,6530.04,0.0,3266.76,0.0,-4152.55,0.0,-3340.64,0.0,4336.42,0.0,17819.09,0.0,254.71,0.0,-1448.44,0.0,-1654.87,0.0,-516082.11,0.0,423257.58,0.0,430097.3,0.0,-78254.89,0.0,-140937.96,0.0,-217064.73,0.0,-261555.7,0.0,28162.02,0.0,17151.36,0.0,56934.32,0.0,21209.36,0.0,27096.6,0.0,24594.95,0.0,38675.58
经营性应付项目的增加,0.0,-22989.0,0.0,-18698.35,0.0,1137.33,0.0,-17248.03,0.0,-14316.9,0.0,8137.31,0.0,13054.79,0.0,1477.15,0.0,10483.86,0.0,-2441.73,0.0,4636.87,0.0,-4927.42,0.0,6232.01,0.0,-16356.18,0.0,-895.18,0.0,-219.94,0.0,5061.71,0.0,403520.06,0.0,-466784.88,0.0,-428000.52,0.0,-9849.1,0.0,-14514.22,0.0,9789.92,0.0,23116.48,0.0,-50739.91,0.0,50873.13,0.0,24196.81,0.0,42403.87,0.0,-69517.18,0.0,10000.77,0.0,-78582.16
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7599.9,0.0,0.0,0.0,0.0,0.0,0.0
经营活动产生现金流量净额,0.0,143.85,0.0,-8123.92,0.0,2701.68,0.0,11234.61,0.0,-3266.22,0.0,13242.19,0.0,-7689.2,0.0,3272.85,0.0,-7099.95,0.0,-1169.57,0.0,-5083.98,0.0,-453.34,0.0,1497.82,0.0,4086.87,0.0,-128.73,0.0,580.41,0.0,3497.38,0.0,263045.38,0.0,166855.71,0.0,480001.2,0.0,182933.33,0.0,415625.46,0.0,124701.3,0.0,378284.21,0.0,107754.47,0.0,342986.99,0.0,202118.63,0.0,522341.17,0.0,403647.67,0.0,959041.69,0.0,267650.38
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,23814.25,47746.05,51316.47,12861.29,45940.62,20370.89,17425.95,11883.78,15488.38,7631.04,12017.95,22854.09,39876.6,13690.6,0.0,17931.71,0.0,10190.03,0.0,10443.5,0.0,4339.47,0.0,15238.02,0.0,10771.13,0.0,13230.77,0.0,5674.06,0.0,3250.69,0.0,4510.99,0.0,298277.63,0.0,354356.48,0.0,436571.28,0.0,794050.5,0.0,391443.49,0.0,344593.88,0.0,365767.39,0.0,237378.53,0.0,316792.76,0.0,251941.38,0.0,454120.45,0.0,542532.84,0.0,414701.51,0.0,391969.94
现金的期初余额,24887.1,24887.1,24887.1,24887.1,44599.44,17758.02,17758.02,12861.29,11883.78,11883.78,11883.78,11883.78,46986.96,22854.09,0.0,22854.09,0.0,17934.51,0.0,17931.71,0.0,10443.5,0.0,10443.5,0.0,15238.02,0.0,15238.02,0.0,13230.77,0.0,13230.77,0.0,3250.69,0.0,142669.9,0.0,298277.63,0.0,298277.63,0.0,436571.28,0.0,436571.28,0.0,391443.49,0.0,391443.49,0.0,365767.39,0.0,365767.39,0.0,316792.76,0.0,316792.76,0.0,454120.45,0.0,454120.45,0.0,414701.51
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,-1072.84,22858.95,26429.38,-12025.8,1341.19,2612.87,-332.07,-977.52,3604.6,-4252.74,134.17,10970.31,-7110.36,-9163.49,0.0,-4922.38,0.0,-7744.48,0.0,-7488.21,0.0,-6104.03,0.0,4794.52,0.0,-4466.89,0.0,-2007.25,0.0,-7556.71,0.0,-9980.08,0.0,1260.31,0.0,155607.73,0.0,56078.84,0.0,138293.65,0.0,357479.21,0.0,-45127.79,0.0,-46849.61,0.0,-25676.09,0.0,-128388.87,0.0,-48974.63,0.0,-64851.38,0.0,137327.69,0.0,88412.39,0.0,-39418.94,0.0,-22731.57
