报表日期,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
负债合计,11806.1,17916.97,16241.19,17882.53,19032.63,23228.11,23596.51,22167.87,16656.76,22755.37,25160.68,40686.47,57254.29,75401.97,110279.85,123338.17,99010.56,176687.12,275865.68,317159.97,325162.81,357840.82,394620.04,444284.55,432003.38,558389.62,556259.91,596250.7,587516.03,603706.29,569371.87,561182.04,562747.82,677593.07,667032.68,636996.03,673009.19,703364.91,768866.89
实收资本(或股本),5110.0,9198.0,9198.0,9198.0,9198.0,11957.4,11957.4,11957.4,11957.4,20558.92,20558.92,20558.92,20558.92,26978.4,26978.4,26987.01,30367.01,55102.95,55102.95,55102.95,55102.95,55102.95,55102.95,55102.95,55102.95,55102.95,55102.95,62045.83,62045.83,62045.83,62045.83,62045.83,62045.83,62045.83,62045.83,62045.83,62045.83,62045.83,62045.83
资本公积,31617.25,27529.25,27529.25,27529.25,27420.35,24573.92,24698.41,23833.8,23841.92,18909.19,15320.44,15888.41,18729.11,18487.85,18399.61,18336.01,113281.2,85989.02,85989.02,86007.35,86007.35,86007.35,83877.86,75893.37,70416.48,70551.97,68650.67,163865.53,162083.58,163690.15,160919.11,160233.48,160293.61,158427.38,153336.03,159289.25,166490.96,169200.89,170994.17
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2940.73,15656.8,15656.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,218.27,218.27,218.27,381.9,381.9,381.9,381.9,648.09,648.09,648.09,648.09,1080.92,1080.92,1080.92,1080.92,2016.94,2016.94,2016.94,2016.94,2694.09,2694.09,2694.09,2694.09,4353.59,4353.59,4353.59,4353.59,4360.17,4360.17,4360.17,4360.17,4616.81,4616.81,4616.81,4616.81,6058.27,6058.27,6058.27,6058.27
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,10692.38,11018.18,12123.29,13803.42,15339.08,17418.13,19062.17,21226.76,23121.09,25093.79,27723.31,30860.9,33528.55,37699.8,41300.91,45348.46,49315.8,55867.99,61126.82,67910.7,73510.24,84653.48,91535.1,99845.54,106126.17,118874.98,127666.31,137322.24,145874.35,161862.14,172239.43,171483.79,172148.95,213678.04,253477.38,242393.71,276249.66,307036.65,357601.03
归属于母公司股东权益合计,47637.9,47963.71,49068.82,50912.58,52339.34,54331.35,56099.88,57666.05,59568.5,65209.99,64250.76,68389.16,73897.5,84246.96,87759.83,92688.43,194980.95,198976.89,204235.73,208774.34,201657.82,212801.05,233209.99,235195.46,235999.19,248883.49,255773.52,367593.76,374363.93,391958.29,399564.54,398379.91,399105.2,438768.06,473476.05,469787.06,510844.73,544341.65,596699.3
少数股东权益,1200.84,1360.68,1734.77,1819.44,1789.73,2139.08,2023.49,1315.41,1292.37,2397.15,778.67,1795.0,2824.84,3060.73,11938.57,13191.69,26478.31,32825.79,44296.8,45817.03,50300.29,54473.41,59742.88,59484.3,62280.01,102308.57,107158.91,102695.62,106930.53,113443.88,111603.15,115439.39,118239.27,127183.66,125342.73,133091.87,153288.3,157236.33,168627.8
所有者权益(或股东权益)合计,48838.74,49324.39,50803.59,52732.02,54129.07,56470.43,58123.36,58981.46,60860.87,67607.14,65029.43,70184.15,76722.33,87307.69,99698.4,105880.11,221459.26,231802.68,248532.53,254591.38,251958.11,267274.46,292952.87,294679.76,298279.2,351192.07,362932.43,470289.38,481294.47,505402.17,511167.69,513819.3,517344.47,565951.73,598818.78,602878.94,664133.03,701577.97,765327.1
负债和所有者权益(或股东权益)总计,60644.84,67241.36,67044.78,70614.55,73161.7,79698.54,81719.87,81149.32,77517.63,90362.51,90190.1,110870.62,133976.63,162709.66,209978.25,229218.29,320469.81,408489.8,524398.2,571751.35,577120.92,625115.28,687572.91,738964.31,730282.59,909581.68,919192.34,1066540.09,1068810.49,1109108.46,1080539.55,1075001.34,1080092.29,1243544.8,1265851.46,1239874.97,1337142.22,1404942.88,1534193.99
