报表日期,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-722.43,0.0,-1452.25,0.0,-871.81,0.0,-1796.1,0.0,4601.38,0.0,-1743.9,0.0,3588.02,0.0,-386.02,0.0,208.81,0.0,-600.71,0.0,361.54
经营活动产生现金流量净额,11222.49,15389.92,26105.15,0.0,2593.76,3897.18,7130.42,0.0,-16103.13,0.0,-21345.04,0.0,-2102.09,0.0,7516.57,0.0,-8924.87,0.0,-8835.69,0.0,-9664.56,0.0,4642.19,0.0,-1905.83,0.0,16730.86,0.0,11065.9,0.0,20614.33,0.0,6203.03,0.0,8733.62,0.0,20303.15,0.0,23854.26,0.0,14660.83,0.0,34450.82,0.0,16781.2
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,18922.37,28161.33,20123.91,27619.33,27939.84,19130.26,21089.65,235160.08,204926.52,0.0,61608.76,0.0,55615.73,0.0,40861.08,0.0,65224.58,0.0,31970.57,0.0,17155.3,0.0,22614.27,0.0,50475.13,0.0,53776.05,0.0,189902.7,0.0,46591.49,0.0,24150.19,0.0,59271.23,0.0,53297.16,0.0,44487.52,0.0,40633.51,0.0,44537.87,0.0,38941.21
现金的期初余额,29870.76,18922.37,28161.33,20123.91,20123.91,20123.91,20123.91,21089.65,21089.65,0.0,21089.65,0.0,61608.76,0.0,61608.76,0.0,40861.08,0.0,40861.08,0.0,31970.57,0.0,31970.57,0.0,22614.27,0.0,22614.27,0.0,53776.05,0.0,53776.05,0.0,46591.49,0.0,46591.49,0.0,59271.23,0.0,59271.23,0.0,44487.52,0.0,44487.52,0.0,44537.87
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,-10948.39,9238.96,-8037.42,7495.41,7815.93,-993.66,965.73,214070.43,183836.87,0.0,40519.11,0.0,-5993.03,0.0,-20747.68,0.0,24363.49,0.0,-8890.51,0.0,-14815.27,0.0,-9356.3,0.0,27860.86,0.0,31161.78,0.0,136126.65,0.0,-7184.56,0.0,-22441.3,0.0,12679.74,0.0,-5974.07,0.0,-14783.71,0.0,-3854.02,0.0,50.35,0.0,-5596.66
