报表日期,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
专项应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延所得税负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.1,893.2,1674.1,1554.9,1692.6,2241.8,3582.4,3613.0,3352.9,3519.9,6412.8,7606.7,8020.9,7930.3,9048.7,10458.8,8701.4,8549.9,8379.0,8208.0
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.73,214.06,212.38,210.71,250.7,246.53,242.35,238.18,234.0,229.83,225.65,221.48,12900.3,12647.9,12195.8,13361.2,14003.4,14890.3,16273.9,16952.0,17249.7,15488.6,16347.6,18952.3,18635.4,22306.9,20990.1,20729.0,24026.3,26539.9,36878.6,36506.2
其他非流动负债,0.0,0.0,0.0,0.0,0.0,54.16,52.48,50.81,149.13,147.46,145.78,144.11,222.43,220.76,219.08,217.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20714.9,7582.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58988.1,59286.9,59613.2
非流动负债合计,0.0,0.0,0.0,0.0,0.0,54.16,52.48,50.81,149.13,147.46,145.78,144.11,222.43,220.76,219.08,217.41,215.73,214.06,212.38,210.71,250.7,246.53,242.35,238.18,234.0,229.83,225.65,221.48,36513.9,23044.5,15790.5,16836.7,16793.5,18229.6,20953.8,21662.5,20602.6,19008.5,22760.4,26559.0,26656.3,31804.7,31968.4,33567.1,62181.1,118725.7,129564.8,124416.5
负债合计,0.0,0.0,0.0,0.0,0.0,66500.47,79075.63,90523.2,94638.91,92165.66,103272.92,114308.83,107490.66,103081.91,126378.83,126575.7,125763.58,104949.68,105245.13,114921.72,116767.21,94429.71,101683.66,102287.55,106226.3,86825.81,97945.28,93382.5,473423.1,448520.8,469275.4,478730.7,506878.0,470755.3,549996.4,522617.2,506986.9,474959.6,619555.5,722625.4,750426.1,761524.3,708331.1,638016.1,707984.8,746490.8,687419.3,664542.2
实收资本(或股本),0.0,0.0,0.0,0.0,0.0,22400.0,22400.0,22400.0,22400.0,23130.0,41634.0,41634.0,41634.0,40045.66,40045.66,40045.66,40045.66,40045.66,40045.66,40040.66,40040.66,40040.66,39718.24,39718.24,39718.24,39718.24,39718.24,39718.24,200000.0,676405.5,676405.5,676405.5,676405.5,676405.5,676405.5,676405.5,676405.5,676405.5,676405.5,676405.5,714536.3,714536.3,714536.3,714536.3,714536.3,714536.3,714536.3,714536.3
资本公积,0.0,0.0,0.0,0.0,0.0,59942.53,59942.53,60329.8,60336.22,63310.42,45717.85,46651.59,47254.77,35877.73,36436.24,36994.75,37553.27,37829.98,38083.43,38318.76,38570.41,38683.1,34969.61,34969.61,34969.61,33821.81,33821.81,33821.81,974574.1,667163.9,667845.1,700074.3,703227.4,703227.4,589124.9,589124.9,591514.3,591514.3,590110.5,591418.7,1038046.5,1038046.5,1035720.0,1037949.9,1034960.0,1035031.7,1034639.5,1030342.5
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8502.37,11906.24,0.0,0.0,0.0,0.0,0.0,0.0,3955.39,6306.17,4029.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53718.5,111240.2,149999.8,149999.8
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-0.53,-0.5,-0.47,-25479.0,-35980.7,-18800.1,-10875.6,211232.4,288767.9,246044.6,229649.9,207659.9,182065.1,242278.1,243414.6,275719.7,297007.8,190744.7,37651.3,43506.9,-3730.5,19975.0,25889.2
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.88,793.48,970.14,1085.98,1179.48,1422.17,1616.57,1742.6,1908.64,2185.39,2391.25,2536.02,2656.7,2929.22,3143.79,3313.85,3426.35,3719.89,3867.77,4040.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,0.0,0.0,0.0,0.0,0.0,3645.82,3645.82,3645.82,4783.82,4783.82,4783.82,4783.82,6379.21,6379.21,6379.21,6379.21,8374.64,8374.64,8374.64,8374.64,10037.78,10037.78,10037.78,10037.78,11173.15,10415.31,10415.31,10415.31,16392.3,16392.3,16392.3,16392.3,30901.3,30901.3,30901.3,30901.3,30901.3,30901.3,30901.3,30901.3,61102.7,61102.7,61102.7,61102.7,141759.8,141759.8,141759.8,141759.8
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,0.0,0.0,0.0,0.0,0.0,35127.64,35203.42,39256.32,43091.77,45648.57,43320.09,51130.85,52617.86,55842.64,51406.24,58915.21,63966.44,67619.57,61825.22,68391.55,72839.41,76596.68,73768.58,77924.05,79705.13,81345.49,76794.85,79024.89,439310.6,487105.1,591185.7,689066.4,776458.8,841203.7,1147415.4,1259777.6,1363547.8,1399533.6,1439993.1,1497793.4,1593186.4,1621356.4,1653599.1,1711482.4,1619607.6,1641786.7,1509910.5,1353165.3
归属于母公司股东权益合计,0.0,0.0,0.0,0.0,0.0,121115.98,121191.77,125631.93,131177.69,137666.28,136425.9,136783.87,137159.08,139567.42,135883.91,144077.44,151848.64,156055.24,150720.2,153706.24,157838.78,164258.29,161638.01,165963.54,168992.46,169020.2,164617.48,167020.19,1604798.0,1811086.1,1933028.5,2071062.9,2398225.4,2540505.8,2689891.7,2785859.2,2870028.8,2880419.8,2979688.5,3039933.5,3682591.6,3732049.7,3655702.8,3562722.6,3500652.1,3418143.8,3270821.3,3115693.3
少数股东权益,0.0,0.0,0.0,0.0,0.0,3044.7,3299.53,3165.55,3332.13,3336.0,3289.55,3695.16,3931.33,4072.36,4127.86,4593.2,4810.55,5354.82,5365.58,5769.38,6046.74,6136.59,5925.18,6214.39,6552.46,5834.69,5826.04,3560.56,26739.5,27203.8,34624.3,31399.6,29724.5,27095.6,12247.5,1074.6,-1858.7,-4288.5,-5746.9,-3998.6,-6840.4,-8273.0,-6609.2,-6730.4,-4688.5,-5409.7,-6302.3,-4328.2
所有者权益(或股东权益)合计,0.0,0.0,0.0,0.0,0.0,124160.68,124491.29,128797.48,134509.82,141002.28,139715.45,140479.03,141090.41,143639.78,140011.78,148670.64,156659.19,161410.06,156085.79,159475.62,163885.51,170394.88,167563.19,172177.93,175544.93,174854.89,170443.52,170580.75,1631537.5,1838289.9,1967652.8,2102462.5,2427949.9,2567601.4,2702139.2,2786933.8,2868170.1,2876131.3,2973941.6,3035934.9,3675751.2,3723776.7,3649093.6,3555992.2,3495963.6,3412734.1,3264519.0,3111365.1
负债和所有者权益(或股东权益)总计,0.0,0.0,0.0,0.0,0.0,190661.15,203566.92,219320.68,229148.74,233167.94,242988.37,254787.86,248581.07,246721.69,266390.61,275246.34,282422.77,266359.74,261330.92,274397.35,280652.72,264824.59,269246.84,274465.48,281771.23,261680.7,268388.8,263963.25,2104960.6,2286810.7,2436928.2,2581193.2,2934827.9,3038356.7,3252135.6,3309551.0,3375157.0,3351090.9,3593497.1,3758560.3,4426177.3,4485301.0,4357424.7,4194008.3,4203948.4,4159224.9,3951938.3,3775907.3
