报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
资产减值准备,0.0,663.93,0.0,1743.91,0.0,2703.59,0.0,29568.25,0.0,547.21,0.0,7689.53,0.0,2110.08,0.0,-1019.57,0.0,2022.35,0.0,2811.26,0.0,1735.93,0.0,1057.38,0.0,957.94,0.0,2976.4,0.0,1031.3,0.0,17643.21,0.0,2753.6,0.0,1362.08,0.0,4205.84,0.0,4570.02,0.0,3701.89,0.0,5062.34,0.0,3953.14,0.0,7565.58,0.0,5478.65,0.0,30199.54,0.0,9069.8,0.0,33931.24,0.0,3792.33,0.0,42732.7,0.0,12333.14
固定资产折旧、油气资产折耗、生产性物资折旧,0.0,19686.3,0.0,39906.7,0.0,22869.51,0.0,50199.38,0.0,24126.89,0.0,48052.66,0.0,26836.21,0.0,59192.72,0.0,33468.25,0.0,70864.28,0.0,44135.18,0.0,88005.03,0.0,52316.18,0.0,109992.64,0.0,69867.56,0.0,140004.63,0.0,88435.94,0.0,169821.28,0.0,88619.96,0.0,152606.96,0.0,78853.43,0.0,140838.79,0.0,80413.19,0.0,157507.07,0.0,92553.81,0.0,183937.19,0.0,112971.83,0.0,222255.75,0.0,152119.41,0.0,303260.21,0.0,172714.2
无形资产摊销,0.0,677.33,0.0,1006.54,0.0,882.38,0.0,891.12,0.0,514.07,0.0,950.04,0.0,695.14,0.0,1503.61,0.0,873.31,0.0,1844.93,0.0,810.55,0.0,1681.56,0.0,1114.38,0.0,2287.86,0.0,1194.27,0.0,2312.29,0.0,1286.28,0.0,2614.37,0.0,1344.26,0.0,2730.18,0.0,784.85,0.0,1628.3,0.0,1024.57,0.0,2157.65,0.0,1710.99,0.0,4473.59,0.0,3873.29,0.0,8346.66,0.0,5981.56,0.0,11839.04,0.0,8352.91
长期待摊费用摊销,0.0,993.34,0.0,595.9,0.0,172.39,0.0,691.74,0.0,53.14,0.0,149.33,0.0,50.75,0.0,302.52,0.0,98.07,0.0,395.31,0.0,514.54,0.0,1767.88,0.0,937.75,0.0,1986.85,0.0,2557.3,0.0,5556.84,0.0,2701.17,0.0,5648.44,0.0,2235.11,0.0,5840.95,0.0,5764.79,0.0,1925.67,0.0,631.57,0.0,1201.3,0.0,575.58,0.0,7384.94,0.0,6802.04,0.0,13633.97,0.0,7039.1,0.0,13695.27,0.0,6907.42
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,509.68,0.0,360.46,0.0,-25.17,0.0,1210.61,0.0,80.97,0.0,1060.5,0.0,514.29,0.0,1530.3,0.0,-814.87,0.0,830.94,0.0,911.37,0.0,1614.36,0.0,2856.44,0.0,5538.25,0.0,2074.6,0.0,3817.59,0.0,2140.81,0.0,4178.7,0.0,666.62,0.0,718.71,0.0,228.01,0.0,2648.03,0.0,304.33,0.0,3849.17,0.0,-186.19,0.0,2512.48,0.0,256.25,0.0,600.83,0.0,3907.08,0.0,10762.39,0.0,3766.82
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,752.65,0.0,30.89,0.0,1321.82,0.0,485.77,0.0,2969.46,0.0,751.15,0.0,1881.19,0.0,2175.88,0.0,2933.71,0.0,590.77,0.0,2123.05,0.0,2678.47,0.0,4721.11,0.0,1813.93,0.0,3721.89,0.0,592.34,0.0,1500.62,0.0,746.73,0.0,2308.23,0.0,512.56
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.1,0.0,-1544.16,0.0,-7816.31,0.0,3148.41,0.0,-17108.89,0.0,-2460.82,0.0,-12059.31,0.0,11568.24
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,0.0,2445.95,0.0,4540.83,0.0,2060.74,0.0,3247.16,0.0,3033.23,0.0,5892.95,0.0,3527.38,0.0,5470.59,0.0,3926.51,0.0,10347.68,0.0,5928.61,0.0,10030.94,0.0,3014.14,0.0,8206.31,0.0,6612.77,0.0,22962.76,0.0,23180.13,0.0,31571.5,0.0,3412.91,0.0,6766.33,0.0,6642.73,0.0,20840.03,0.0,11971.17,0.0,13370.27,0.0,6747.38,0.0,34401.8,0.0,18263.61,0.0,66763.27,0.0,40483.92,0.0,82605.92,0.0,55491.48
投资损失,0.0,-60.51,0.0,288.05,0.0,-295.27,0.0,-2001.44,0.0,-1244.75,0.0,-1512.51,0.0,-567.25,0.0,-1176.75,0.0,-21840.26,0.0,-25382.47,0.0,-1542.49,0.0,-2652.41,0.0,-984.35,0.0,-13138.55,0.0,-7647.18,0.0,-10773.98,0.0,-13053.6,0.0,-18634.75,0.0,-31790.39,0.0,-39926.1,0.0,-6827.91,0.0,-13467.93,0.0,-14994.45,0.0,-26091.32,0.0,-18804.87,0.0,-54486.57,0.0,-27380.39,0.0,-59973.0,0.0,-24310.58,0.0,-46138.54,0.0,-18913.95
递延所得税资产减少,0.0,194.19,0.0,-242.51,0.0,-586.28,0.0,-26760.81,0.0,3299.04,0.0,5689.16,0.0,7608.06,0.0,-3896.02,0.0,-775.04,0.0,-10000.51,0.0,3373.34,0.0,25.32,0.0,-39016.99,0.0,-45758.8,0.0,12021.82,0.0,13926.47,0.0,20103.12,0.0,27616.98,0.0,1463.64,0.0,-11072.81,0.0,3033.45,0.0,-4158.74,0.0,-361.29,0.0,-4901.03,0.0,-42.6,0.0,-7198.9,0.0,-4289.11,0.0,-2574.52,0.0,-2263.39,0.0,-5972.46,0.0,-634.56
递延所得税负债增加,0.0,0.0,0.0,216.13,0.0,-157.82,0.0,-90.48,0.0,-39.71,0.0,-118.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6030.74,0.0,6082.47,0.0,2678.07,0.0,3545.1,0.0,-590.42,0.0,-8088.02,0.0,-423.53,0.0,-3084.75,0.0,-2243.88
存货的减少,0.0,-11668.95,0.0,-23435.14,0.0,-49137.31,0.0,-48361.63,0.0,63462.46,0.0,12933.02,0.0,-1211.04,0.0,-53944.96,0.0,-32335.69,0.0,-72968.95,0.0,-8063.68,0.0,31692.47,0.0,28533.89,0.0,-68316.95,0.0,-140747.23,0.0,-132560.91,0.0,76778.68,0.0,34432.84,0.0,23364.51,0.0,-23463.51,0.0,3945.95,0.0,-33002.4,0.0,63445.88,0.0,-86358.85,0.0,18181.18,0.0,-158387.19,0.0,49976.55,0.0,19456.31,0.0,137199.02,0.0,-83765.32,0.0,-15003.4
经营性应收项目的减少,0.0,7225.99,0.0,-24353.59,0.0,15685.44,0.0,49851.49,0.0,-26235.28,0.0,-24353.67,0.0,-58236.47,0.0,-73773.91,0.0,14394.73,0.0,12753.77,0.0,10010.91,0.0,18019.62,0.0,-9072.35,0.0,414.22,0.0,-73922.06,0.0,-167914.48,0.0,-56186.96,0.0,68257.4,0.0,268281.12,0.0,290601.27,0.0,-132201.76,0.0,-168051.54,0.0,-83586.55,0.0,-93302.11,0.0,-194038.05,0.0,-222204.24,0.0,-282041.11,0.0,-330157.02,0.0,-216206.36,0.0,-89146.81,0.0,-36169.66
经营性应付项目的增加,0.0,86885.52,0.0,31165.04,0.0,106234.51,0.0,106076.25,0.0,60021.42,0.0,79923.21,0.0,84907.84,0.0,133692.58,0.0,104213.95,0.0,192297.53,0.0,-6393.92,0.0,-84742.76,0.0,110368.01,0.0,221845.12,0.0,95569.27,0.0,-70948.98,0.0,153655.66,0.0,159457.32,0.0,64132.2,0.0,328869.19,0.0,-18384.87,0.0,143962.62,0.0,109892.58,0.0,231499.37,0.0,75906.0,0.0,304505.13,0.0,76490.1,0.0,265700.96,0.0,-27592.36,0.0,390875.18,0.0,-282786.12
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,46477.08,0.0,13893.27,0.0,27406.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-140881.14,0.0,0.0,0.0,39654.78,0.0,0.0,0.0,-135.02,0.0,-6345.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5641.7,0.0,25886.96,0.0,31545.95,0.0,62168.1,0.0,17338.85,0.0,37504.55,0.0,10123.71
经营活动产生现金流量净额,0.0,131971.66,0.0,77813.08,0.0,127270.83,0.0,18257.51,0.0,154859.16,0.0,202882.65,0.0,101723.54,0.0,147457.39,0.0,186009.45,0.0,367037.5,0.0,129024.33,0.0,240854.23,0.0,325662.92,0.0,547474.84,0.0,58849.41,0.0,243648.7,0.0,609628.44,0.0,953649.86,0.0,750186.97,0.0,1281732.58,0.0,282907.65,0.0,700629.72,0.0,528269.75,0.0,862477.18,0.0,376513.6,0.0,845548.03,0.0,372185.93,0.0,985163.92,0.0,633706.35,0.0,1552751.97,0.0,552991.08
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,0.0,161797.36,98096.88,177159.19,185036.09,261336.23,250247.45,275963.74,0.0,337303.07,538671.4,397490.16,420220.22,423301.11,462222.26,318151.49,289794.72,412495.1,0.0,324345.78,0.0,286710.76,0.0,168992.35,0.0,577399.22,0.0,814045.71,0.0,1295463.21,0.0,1246063.92,0.0,1274125.16,0.0,1221672.03,0.0,1026948.99,0.0,1321140.52,0.0,1784032.91,0.0,2075597.99,0.0,1474700.35,0.0,1070493.06,0.0,1061533.79,0.0,1106671.44,0.0,1382261.36,0.0,1143356.73,0.0,1774800.61,0.0,3108049.95,0.0,3348549.11
现金的期初余额,0.0,101208.87,101208.87,101208.87,177159.19,177159.19,177159.19,177159.19,0.0,275963.74,275963.74,275963.74,397490.16,397490.16,397490.16,397490.16,318151.49,318151.49,0.0,318151.49,0.0,324345.78,0.0,324345.78,0.0,168992.35,0.0,168992.35,0.0,814045.71,0.0,814045.71,0.0,1246063.92,0.0,1246063.92,0.0,1221672.03,0.0,1221672.03,0.0,1321140.52,0.0,1321140.52,0.0,2075597.99,0.0,2075597.99,0.0,1070493.06,0.0,1070493.06,0.0,1106671.44,0.0,1106671.44,0.0,1143356.73,0.0,1143356.73,0.0,3108049.95
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51000.0,0.0,286000.0,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339999.9,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286000.0,0.0,286000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,0.0,60588.49,-3111.98,75950.32,7876.9,84177.04,73088.26,98804.55,0.0,61339.33,262707.66,121526.42,22730.07,25810.96,64732.11,-79338.66,-28356.78,94343.6,0.0,6194.29,0.0,-37635.02,0.0,-155353.44,0.0,408406.87,0.0,645053.36,0.0,481417.5,0.0,432018.21,0.0,28061.24,0.0,-24391.89,0.0,-194723.05,0.0,99468.48,0.0,462892.39,0.0,754457.47,0.0,-549897.64,0.0,-719104.93,0.0,-169959.27,0.0,-249821.63,0.0,275589.92,0.0,36685.3,0.0,971443.77,0.0,1964693.22,0.0,240499.16
