报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31
投资损失,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,-610.73,0.0,-610.73,0.0,0.0,0.0,-189.36,0.0,39.48,0.0,-129.87,0.0,101.21,0.0,164.08,0.0,143.67,0.0,20.05,0.0,401.67,0.0,1512.32,0.0,-261.21,0.0,-249.85,0.0,-6.82,0.0,-337.42,0.0,-239.2,0.0,-896.46,0.0,-52.92,0.0,70.49,0.0,440.4,0.0,655.27
递延所得税资产减少,108.81,590.38,0.0,1047.52,0.0,-209.15,0.0,1701.5,0.0,86.13,0.0,-665.92,0.0,-21.19,0.0,446.27,0.0,-494.22,0.0,-548.69,0.0,-221.45,0.0,-562.38,0.0,-61.01,0.0,-240.76,0.0,304.44,0.0,-462.65,0.0,1126.11,0.0,175.3,0.0,673.34,0.0,-319.04,0.0,958.85,0.0,498.14,0.0,231.57,0.0,-1694.26,0.0,375.81,0.0,-183.11
递延所得税负债增加,77.37,71.55,0.0,110.21,0.0,-127.16,0.0,-164.1,0.0,-9.93,0.0,-9.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.35,0.0,-15.93,0.0,215.61,0.0,138.83,0.0,39.08,0.0,162.34,0.0,449.07,0.0,80.51,0.0,197.2,0.0,153.99,0.0,1643.3
存货的减少,-4934.99,-5172.28,0.0,-641.83,0.0,-6278.93,0.0,-8841.81,0.0,-3791.5,0.0,-4064.07,0.0,-11275.87,0.0,-6567.65,0.0,-12260.26,0.0,-14647.92,0.0,-6887.55,0.0,-13091.89,0.0,-21142.71,0.0,-17225.25,0.0,-13047.55,0.0,-2950.43,0.0,-9615.29,0.0,-4743.57,0.0,-19046.05,0.0,-22584.9,0.0,-6563.63,0.0,-31966.45,0.0,-22505.68,0.0,-34221.47,0.0,219.32,0.0,-11977.25
经营性应收项目的减少,-3393.92,-5211.16,0.0,-2533.09,0.0,-5158.17,0.0,1296.09,0.0,-2754.57,0.0,-10190.5,0.0,-7593.38,0.0,12684.5,0.0,-14934.38,0.0,-25474.21,0.0,-22144.64,0.0,-11103.42,0.0,-9957.25,0.0,8205.13,0.0,-1372.09,0.0,6819.18,0.0,-11935.03,0.0,-20738.78,0.0,-8866.0,0.0,6470.45,0.0,-26087.28,0.0,-14833.1,0.0,-24451.07,0.0,-35282.96,0.0,-20501.91,0.0,-5483.26
经营性应付项目的增加,-838.75,1688.13,0.0,-7444.02,0.0,2620.67,0.0,6376.24,0.0,2717.25,0.0,-5074.37,0.0,-472.99,0.0,-22990.32,0.0,-7845.46,0.0,-575.17,0.0,-742.83,0.0,4086.82,0.0,-4429.22,0.0,4465.87,0.0,-10075.61,0.0,1262.27,0.0,-9789.3,0.0,5469.2,0.0,978.35,0.0,-3284.36,0.0,1655.27,0.0,24442.99,0.0,-15287.02,0.0,40538.73,0.0,-41972.05,0.0,-7288.77
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
经营活动产生现金流量净额,-4363.05,3604.18,0.0,10252.13,0.0,5144.18,0.0,27986.74,0.0,16341.71,0.0,24870.28,0.0,7317.96,0.0,34883.51,0.0,-5094.74,0.0,14867.19,0.0,348.69,0.0,31261.57,0.0,-4484.13,0.0,48818.06,0.0,8603.72,0.0,69929.19,0.0,9805.78,0.0,57053.63,0.0,22372.39,0.0,78028.48,0.0,34304.47,0.0,112184.82,0.0,17722.8,0.0,114386.17,0.0,17487.59,0.0,129598.12
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,1014.63,4563.54,3262.2,7594.24,2916.79,10237.61,5293.94,4396.84,8744.68,4441.2,6638.3,8889.88,5702.78,13631.33,10212.17,15533.03,16506.07,11181.82,0.0,47967.6,0.0,10774.6,0.0,40859.11,0.0,32460.53,0.0,12858.78,0.0,14369.68,0.0,20024.14,0.0,15304.95,0.0,30127.2,0.0,23896.8,0.0,33278.42,0.0,36455.07,0.0,41665.65,0.0,31768.02,0.0,37401.56,0.0,85496.43,0.0,45099.92
现金的期初余额,5969.86,5969.86,5969.86,5969.86,7594.24,7594.24,7594.24,7594.24,4396.84,4396.84,4396.84,4396.84,8889.88,8889.88,8889.88,8889.88,15533.03,15533.03,0.0,15533.03,0.0,47967.6,0.0,47967.6,0.0,40859.11,0.0,40859.11,0.0,12858.78,0.0,12858.78,0.0,20024.14,0.0,20024.14,0.0,30127.2,0.0,30127.2,0.0,33278.42,0.0,33278.42,0.0,41665.65,0.0,41665.65,0.0,37401.56,0.0,37401.56
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,-4955.23,-1406.32,-2707.66,1624.38,-4677.45,2643.37,-2300.3,-3197.4,4347.85,44.36,2241.47,4493.04,-3187.1,4741.45,1322.29,6643.15,973.04,-4351.21,0.0,32434.57,0.0,-37193.0,0.0,-7108.49,0.0,-8398.57,0.0,-28000.33,0.0,1510.91,0.0,7165.37,0.0,-4719.19,0.0,10103.05,0.0,-6230.4,0.0,3151.22,0.0,3176.65,0.0,8387.23,0.0,-9897.63,0.0,-4264.09,0.0,48094.87,0.0,7698.36
