报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,0.0,330.85,0.0,955.64,0.0,720.62,0.0,2129.64,0.0,2451.23,0.0,1352.62,0.0,-959.21,0.0,-746.33,0.0,1981.54,0.0,22386.56,0.0,5291.94,0.0,18468.78,0.0,6216.98,0.0,4063.06,0.0,5044.53,0.0,9833.72,0.0,5541.86,0.0,14047.12,0.0,6374.62,0.0,21558.33,0.0,9212.0,0.0,15350.99,0.0,34676.15,0.0,69773.05,0.0,6750.47,0.0,26459.61,0.0,4985.62,0.0,16041.8,0.0,107950.51,0.0,296000.22,0.0,139227.46,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,0.0,6485.16,0.0,9538.83,0.0,4080.73,0.0,11084.53,0.0,5683.32,0.0,11993.25,0.0,5803.26,0.0,13279.44,0.0,6806.39,0.0,60878.81,0.0,31414.74,0.0,71768.6,0.0,37452.01,0.0,75973.4,0.0,42173.64,0.0,85115.66,0.0,42578.25,0.0,87264.19,0.0,43759.27,0.0,88269.98,0.0,53803.94,0.0,111300.9,0.0,60823.48,0.0,102788.71,0.0,52268.73,0.0,117146.77,0.0,99863.33,0.0,283897.55,0.0,253018.33,0.0,512240.86,0.0,237521.12,0.0
无形资产摊销,0.0,327.06,0.0,934.19,0.0,379.23,0.0,611.52,0.0,299.66,0.0,647.28,0.0,268.9,0.0,592.36,0.0,295.64,0.0,2368.17,0.0,973.12,0.0,1950.12,0.0,1193.61,0.0,2560.76,0.0,1211.92,0.0,2828.12,0.0,1725.56,0.0,3610.96,0.0,1889.62,0.0,5428.09,0.0,2865.0,0.0,6098.68,0.0,3262.13,0.0,7058.06,0.0,3711.51,0.0,7544.65,0.0,3966.52,0.0,9015.22,0.0,4932.29,0.0,10296.12,0.0,4999.44,0.0
长期待摊费用摊销,0.0,1075.13,0.0,1733.62,0.0,123.01,0.0,217.3,0.0,74.35,0.0,154.65,0.0,74.72,0.0,138.56,0.0,39.1,0.0,2264.38,0.0,1704.71,0.0,2749.59,0.0,1446.46,0.0,3221.7,0.0,1369.32,0.0,2706.87,0.0,1733.15,0.0,4373.33,0.0,2125.74,0.0,4659.72,0.0,3298.75,0.0,6970.95,0.0,4153.23,0.0,7304.95,0.0,6493.63,0.0,10781.13,0.0,10129.34,0.0,34050.15,0.0,12146.02,0.0,23433.13,0.0,7959.95,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,496.55,0.0,-1451.12,0.0,145.52,0.0,235.97,0.0,171.5,0.0,243.74,0.0,703.0,0.0,-1249.99,0.0,-386.61,0.0,1378.66,0.0,1704.12,0.0,3915.72,0.0,575.12,0.0,4181.9,0.0,1546.04,0.0,393.59,0.0,1187.29,0.0,1859.05,0.0,-1217.56,0.0,313.16,0.0,2549.19,0.0,-2772.47,0.0,-4141.74,0.0,5812.32,0.0,3831.66,0.0,9814.35,0.0,6514.71,0.0,23221.12,0.0,-2293.67,0.0,-8951.88,0.0,-812.13,0.0
固定资产报废损失,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2424.61,0.0,1633.13,0.0,5887.7,0.0,1356.72,0.0,2922.03,0.0,3109.7,0.0,28490.41,0.0,87514.39,0.0,156150.49,0.0,62555.22,0.0
公允价值变动损失,0.0,4588.05,0.0,-2294.72,0.0,1736.06,0.0,2221.16,0.0,-66.08,0.0,-247.97,0.0,574.96,0.0,529.29,0.0,259.47,0.0,694.03,0.0,-646.28,0.0,-857.09,0.0,-38.47,0.0,-26.36,0.0,295.81,0.0,-126.47,0.0,-527.31,0.0,168.54,0.0,-13.04,0.0,-656.93,0.0,368.19,0.0,-12.9,0.0,372.46,0.0,-157.76,0.0,6.1,0.0,1179.95,0.0,411.19,0.0,-3485.41,0.0,1108.68,0.0,-3567.31,0.0,125.43,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,0.0,3977.47,0.0,12389.97,0.0,11297.94,0.0,23052.46,0.0,8652.16,0.0,19470.01,0.0,8764.32,0.0,19999.25,0.0,9911.13,0.0,39748.38,0.0,18699.27,0.0,41708.11,0.0,23180.08,0.0,50268.25,0.0,22280.95,0.0,45762.55,0.0,17931.52,0.0,35122.73,0.0,12836.87,0.0,27181.81,0.0,16864.94,0.0,38182.14,0.0,22160.22,0.0,46478.21,0.0,20589.33,0.0,50823.38,0.0,50272.2,0.0,102827.48,0.0,81436.09,0.0,122732.83,0.0,83824.37,0.0
投资损失,0.0,-26581.9,0.0,-47516.85,0.0,-37526.94,0.0,-48395.87,0.0,-45413.24,0.0,-63559.88,0.0,-44415.89,0.0,-89370.44,0.0,-69266.39,0.0,-170328.19,0.0,-91353.59,0.0,-181121.93,0.0,-113343.81,0.0,-213523.55,0.0,-127242.16,0.0,-228123.04,0.0,-127946.07,0.0,-243271.5,0.0,-120550.6,0.0,-209082.14,0.0,-124200.17,0.0,-221365.78,0.0,-129620.68,0.0,-218218.69,0.0,-140996.24,0.0,-237854.72,0.0,-124120.65,0.0,-152519.22,0.0,-117659.61,0.0,-137766.98,0.0,-105110.64,0.0
递延所得税资产减少,0.0,-132.12,0.0,-471.5,0.0,-232.81,0.0,80.59,0.0,-174.74,0.0,-1299.3,0.0,-47.55,0.0,1005.27,0.0,-327.15,0.0,-2141.19,0.0,392.56,0.0,1066.54,0.0,-206.98,0.0,-489.29,0.0,-833.09,0.0,-1275.35,0.0,-741.66,0.0,-12605.28,0.0,-62.3,0.0,-4726.42,0.0,-606.79,0.0,-198.62,0.0,-350.89,0.0,2126.37,0.0,747.02,0.0,-6122.76,0.0,1707.85,0.0,-3804.2,0.0,1837.19,0.0,-5618.47,0.0,74.34,0.0
递延所得税负债增加,0.0,183.66,0.0,304.13,0.0,-98.44,0.0,-321.44,0.0,15.51,0.0,44.78,0.0,-63.17,0.0,-63.17,0.0,0.0,0.0,-5.76,0.0,-4.67,0.0,50.4,0.0,-3.58,0.0,28.94,0.0,-38.83,0.0,-27.24,0.0,131.4,0.0,-12.52,0.0,50.42,0.0,-185.25,0.0,-134.91,0.0,-15.08,0.0,-105.89,0.0,-214.05,0.0,-109.15,0.0,-217.96,0.0,-106.79,0.0,-202.79,0.0,-81.68,0.0,-267.84,0.0,167.91,0.0
存货的减少,0.0,-2149.36,0.0,-24096.11,0.0,-11875.69,0.0,2247.18,0.0,-5018.28,0.0,-8674.58,0.0,-16203.52,0.0,-19451.05,0.0,-15679.08,0.0,-121204.38,0.0,-7358.3,0.0,28934.12,0.0,-27441.03,0.0,-31254.02,0.0,-5071.6,0.0,-7092.0,0.0,43243.11,0.0,125866.26,0.0,-35794.88,0.0,-96648.92,0.0,5885.49,0.0,-60452.58,0.0,9163.75,0.0,-33241.64,0.0,-179933.92,0.0,-405966.96,0.0,-573374.2,0.0,-597810.23,0.0,-500715.52,0.0,-60827.61,0.0,-240001.39,0.0
经营性应收项目的减少,0.0,-7913.92,0.0,12822.16,0.0,-6587.13,0.0,4109.9,0.0,-2041.17,0.0,-1031.65,0.0,-10889.39,0.0,-8087.24,0.0,-16158.01,0.0,-86484.73,0.0,-19361.49,0.0,16359.33,0.0,-56420.33,0.0,4691.71,0.0,-61123.07,0.0,-7383.29,0.0,-46002.22,0.0,36954.32,0.0,-82024.15,0.0,-14812.25,0.0,-58746.67,0.0,-31307.33,0.0,-72149.37,0.0,13790.16,0.0,-88406.69,0.0,-82494.59,0.0,-90533.43,0.0,-262308.42,0.0,-244854.8,0.0,33333.54,0.0,-264733.3,0.0
经营性应付项目的增加,0.0,8649.43,0.0,4442.36,0.0,8049.46,0.0,-6397.31,0.0,11678.44,0.0,3457.23,0.0,-846.0,0.0,4908.99,0.0,2681.87,0.0,128206.6,0.0,-15776.04,0.0,-19193.81,0.0,2634.76,0.0,9522.1,0.0,-28323.33,0.0,-29559.28,0.0,59681.63,0.0,-30567.09,0.0,128893.58,0.0,176602.66,0.0,42409.04,0.0,113794.66,0.0,52871.95,0.0,52330.98,0.0,160185.23,0.0,331618.82,0.0,290143.61,0.0,503635.74,0.0,123842.46,0.0,-5444.6,0.0,434410.8,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
经营活动产生现金流量净额,0.0,10762.9,0.0,5486.55,0.0,-5881.79,0.0,19762.85,0.0,10222.74,0.0,15637.72,0.0,-19180.98,0.0,1224.92,0.0,-13366.28,0.0,212200.55,0.0,50926.64,0.0,205197.36,0.0,-13093.47,0.0,158364.08,0.0,-22971.39,0.0,134395.13,0.0,156761.78,0.0,318776.43,0.0,139484.15,0.0,311145.71,0.0,98670.2,0.0,271219.17,0.0,123909.38,0.0,333698.68,0.0,54368.42,0.0,443689.3,0.0,65859.33,0.0,565816.95,0.0,-459660.67,0.0,50146.32,0.0,-113352.72,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,111264.64,63006.0,48858.99,61414.25,67068.99,105714.38,91265.41,55282.04,72831.06,59779.06,101174.95,64059.16,81501.22,69477.68,76345.91,69779.19,48845.91,99376.37,0.0,214370.08,0.0,283401.34,0.0,298217.52,0.0,224962.42,0.0,313055.76,0.0,360664.47,0.0,326854.69,0.0,359882.83,0.0,371807.82,0.0,298711.15,0.0,313144.4,0.0,458460.62,0.0,302566.6,0.0,504128.05,0.0,537097.13,0.0,363827.53,0.0,569233.22,0.0,1001555.88,0.0,850921.89,0.0,1134883.11,0.0,1429278.42,0.0,1069231.24,0.0
现金的期初余额,50133.79,50133.79,50133.79,50133.79,61414.25,61414.25,61414.25,61414.25,55282.04,55282.04,55282.04,55282.04,64059.16,64059.16,64059.16,64059.16,69779.19,69779.19,0.0,167023.51,0.0,214370.08,0.0,214370.08,0.0,298217.52,0.0,298217.52,0.0,313055.76,0.0,313055.76,0.0,326854.69,0.0,326854.69,0.0,371807.82,0.0,371807.82,0.0,313144.4,0.0,313144.4,0.0,302566.6,0.0,302566.6,0.0,537097.13,0.0,537097.13,0.0,569233.22,0.0,569233.22,0.0,850921.89,0.0,850921.89,0.0,1429278.42,0.0
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,61130.86,12872.22,-1274.79,11280.47,5654.74,44300.13,29851.15,-6132.22,17549.02,4497.03,45892.91,8777.12,17442.06,5418.53,12286.75,5720.03,-20933.28,29597.18,0.0,47346.57,0.0,69031.26,0.0,83847.44,0.0,-73255.1,0.0,14838.24,0.0,47608.71,0.0,13798.93,0.0,33028.14,0.0,44953.13,0.0,-73096.67,0.0,-58663.42,0.0,145316.22,0.0,-10577.8,0.0,201561.45,0.0,234530.53,0.0,-173269.6,0.0,32136.1,0.0,432322.65,0.0,281688.67,0.0,283961.22,0.0,578356.53,0.0,-360047.19,0.0
