报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31
少数股东权益,0.0,0.0,0.0,9752.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,0.0,-194.0,0.0,-277.47,0.0,955.95,0.0,3628.3,0.0,663.68,0.0,2121.74,0.0,1345.09,0.0,283.97,0.0,1074.62,0.0,2211.54,0.0,662.81,0.0,-878.99,0.0,5142.7,0.0,2655.23,0.0,9386.77,0.0,892.29,0.0,1761.38,0.0,10899.48,0.0,6322.27,0.0,17293.42,0.0,12498.19,0.0,33147.78,0.0,24364.59,0.0,38504.02,0.0,7252.99,0.0,33476.54,0.0,47461.15,0.0,84169.01,0.0,65983.61,0.0,130549.23,0.0,5695.41,0.0,27676.27,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,0.0,8315.1,0.0,16625.44,0.0,8435.38,0.0,18121.48,0.0,8232.82,0.0,16992.43,0.0,9250.14,0.0,19604.39,0.0,13168.98,0.0,24199.47,0.0,11388.94,0.0,61240.65,0.0,30116.75,0.0,61099.7,0.0,35448.69,0.0,62072.46,0.0,40977.13,0.0,81668.52,0.0,43997.28,0.0,89069.21,0.0,44360.17,0.0,90635.79,0.0,46101.86,0.0,91953.44,0.0,46121.97,0.0,92327.18,0.0,45268.02,0.0,92757.65,0.0,47896.56,0.0,96487.87,0.0,54946.52,0.0,120856.7,0.0
无形资产摊销,0.0,213.79,0.0,415.08,0.0,190.67,0.0,456.86,0.0,209.38,0.0,438.82,0.0,190.05,0.0,382.75,0.0,326.95,0.0,707.93,0.0,641.63,0.0,3520.31,0.0,1333.31,0.0,2888.36,0.0,1923.46,0.0,2974.73,0.0,1484.53,0.0,3111.34,0.0,1560.87,0.0,3465.67,0.0,1522.37,0.0,3343.08,0.0,1774.47,0.0,3495.28,0.0,1713.61,0.0,2809.03,0.0,1491.3,0.0,2567.22,0.0,1607.35,0.0,3236.33,0.0,1724.24,0.0,3607.95,0.0
长期待摊费用摊销,0.0,26.84,0.0,55.3,0.0,22.75,0.0,39.18,0.0,13.49,0.0,54.93,0.0,44.16,0.0,486.89,0.0,558.78,0.0,2194.89,0.0,1834.38,0.0,3004.93,0.0,888.77,0.0,1318.49,0.0,1390.51,0.0,3234.86,0.0,1538.6,0.0,3185.91,0.0,1019.68,0.0,2080.71,0.0,1021.6,0.0,1699.65,0.0,1169.83,0.0,2127.06,0.0,911.65,0.0,2101.36,0.0,1077.39,0.0,2700.06,0.0,1080.23,0.0,2320.04,0.0,1111.08,0.0,2205.9,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,225.04,0.0,302.51,0.0,68.48,0.0,198.23,0.0,168.4,0.0,264.45,0.0,440.24,0.0,1559.69,0.0,296.23,0.0,674.5,0.0,108.39,0.0,437.31,0.0,475.16,0.0,652.95,0.0,332.86,0.0,1256.04,0.0,377.73,0.0,1816.35,0.0,1074.44,0.0,2672.29,0.0,1268.49,0.0,-7756.88,0.0,59.26,0.0,-4265.09,0.0,-49.89,0.0,-443.21,0.0,-902.47,0.0,-1063.21,0.0,-382.38,0.0,-727.9,0.0,-397.44,0.0,-12447.07,0.0
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2815.89,0.0,824.16,0.0,2660.77,0.0,681.14,0.0,2574.04,0.0,453.65,0.0,3275.92,0.0,747.73,0.0,1833.63,0.0,422.47,0.0,934.31,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,-1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3023.78,0.0,-5446.52,0.0,-2787.96,0.0,893.09,0.0,466.25,0.0,-1656.61,0.0,2540.14,0.0,260.31,0.0,-392.89,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,0.0,55.53,0.0,323.38,0.0,57.31,0.0,71.67,0.0,660.35,0.0,738.14,0.0,-1324.63,0.0,0.0,0.0,-76.6,0.0,2340.68,0.0,-2511.97,0.0,6674.01,0.0,13567.38,0.0,2104.99,0.0,188.24,0.0,405.96,0.0,981.72,0.0,2761.54,0.0,484.32,0.0,1217.84,0.0,5191.91,0.0,8740.8,0.0,4105.09,0.0,8814.88,0.0,5357.04,0.0,12207.58,0.0,5718.13,0.0,9864.73,0.0,5834.86,0.0,13083.52,0.0,6425.12,0.0,13389.29,0.0
投资损失,0.0,-3908.85,0.0,-11953.35,0.0,-2708.01,0.0,-5759.81,0.0,-4383.56,0.0,-9279.57,0.0,-5512.78,0.0,-12111.03,0.0,-1721.25,0.0,-4609.68,0.0,-4063.83,0.0,-5293.31,0.0,-3166.05,0.0,-8139.94,0.0,-9131.63,0.0,-14996.06,0.0,-9393.78,0.0,-15602.72,0.0,-7015.8,0.0,-9808.4,0.0,-3694.82,0.0,-7413.94,0.0,-2234.99,0.0,-4752.55,0.0,-2668.43,0.0,-14274.31,0.0,-12371.1,0.0,-39361.54,0.0,-10625.31,0.0,-22179.03,0.0,-5810.25,0.0,-10606.01,0.0
递延所得税资产减少,0.0,704.28,0.0,963.83,0.0,-113.7,0.0,-1394.15,0.0,370.39,0.0,544.6,0.0,-992.32,0.0,-387.19,0.0,156.24,0.0,-10.7,0.0,-97.55,0.0,1812.46,0.0,1472.92,0.0,-415.8,0.0,611.86,0.0,4279.13,0.0,-553.68,0.0,-2548.26,0.0,-1647.81,0.0,-217.26,0.0,-2043.16,0.0,1925.57,0.0,-1349.33,0.0,-1852.86,0.0,263.11,0.0,-9653.4,0.0,3302.58,0.0,1765.32,0.0,-3248.12,0.0,7044.21,0.0,-1442.53,0.0,-5634.43,0.0
递延所得税负债增加,0.0,-1.5,0.0,24.95,0.0,906.48,0.0,69.33,0.0,0.08,0.0,43.54,0.0,-6.68,0.0,-0.98,0.0,703.56,0.0,7.97,0.0,-24.65,0.0,-448.19,0.0,44.14,0.0,-68.04,0.0,0.0,0.0,1060.41,0.0,49.2,0.0,299.68,0.0,-177.04,0.0,3263.01,0.0,-29.07,0.0,1821.73,0.0,-202.77,0.0,635.0,0.0,4282.02,0.0,7816.46,0.0,35.07,0.0,5149.87,0.0,1119.91,0.0,6383.99,0.0,-2061.25,0.0,-1992.4,0.0
存货的减少,0.0,23125.53,0.0,-9558.52,0.0,-9837.07,0.0,6276.24,0.0,-18641.06,0.0,-42480.15,0.0,-39100.9,0.0,4498.71,0.0,4610.83,0.0,-31457.02,0.0,35356.38,0.0,129356.06,0.0,-68476.61,0.0,-152315.56,0.0,-75348.1,0.0,-16190.64,0.0,-328.43,0.0,23336.96,0.0,50254.87,0.0,380.19,0.0,-10100.42,0.0,-3299.19,0.0,-146759.89,0.0,-168479.68,0.0,-304866.82,0.0,-487171.21,0.0,-102888.41,0.0,86531.63,0.0,-203399.68,0.0,72314.09,0.0,-121694.35,0.0,-29252.96,0.0
经营性应收项目的减少,0.0,-3142.63,0.0,-3116.74,0.0,-6018.37,0.0,-4176.25,0.0,-14024.39,0.0,3638.36,0.0,-12678.53,0.0,-16487.38,0.0,3287.94,0.0,7922.81,0.0,-19049.01,0.0,-16543.75,0.0,4225.06,0.0,-24391.38,0.0,-5180.75,0.0,11527.09,0.0,-4640.96,0.0,332.74,0.0,-1512.77,0.0,-103632.59,0.0,28388.48,0.0,33611.94,0.0,35657.48,0.0,-10794.1,0.0,30090.69,0.0,4949.31,0.0,-16960.43,0.0,-27012.12,0.0,-9342.61,0.0,-12039.14,0.0,-53176.0,0.0,11962.88,0.0
经营性应付项目的增加,0.0,3031.23,0.0,17181.16,0.0,-12921.89,0.0,12541.27,0.0,26979.14,0.0,58096.6,0.0,-18955.11,0.0,15975.31,0.0,12278.91,0.0,31546.73,0.0,-86901.41,0.0,-58188.57,0.0,-64069.76,0.0,70860.7,0.0,-87000.3,0.0,-37618.09,0.0,-16794.16,0.0,9710.47,0.0,-38766.6,0.0,83027.89,0.0,-57230.63,0.0,-42324.05,0.0,-31005.89,0.0,39568.58,0.0,111536.35,0.0,228864.59,0.0,-104792.86,0.0,28069.66,0.0,-36327.51,0.0,-67747.19,0.0,-1919.06,0.0,120698.78,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24142.75,0.0,12825.63,0.0,23772.88,0.0,11331.63,0.0,0.0,0.0,9718.01,0.0,16014.08,0.0,5671.65,0.0,9633.78,0.0,4156.72,0.0,-2997.06,0.0,13503.78,0.0,17253.26,0.0,10759.81,0.0,2966.67,0.0,-2023.49,0.0,-4668.02,0.0,11638.23,0.0,9027.78,0.0,-7065.21,0.0,-25107.99,0.0
经营活动产生现金流量净额,0.0,57220.68,0.0,76926.19,0.0,11928.98,0.0,111841.61,0.0,45900.94,0.0,141749.09,0.0,-10523.5,0.0,146530.46,0.0,44062.95,0.0,100074.66,0.0,-16556.7,0.0,455731.64,0.0,113063.7,0.0,386929.11,0.0,113093.56,0.0,471204.15,0.0,230649.36,0.0,576632.43,0.0,284081.31,0.0,554599.93,0.0,223638.93,0.0,565004.38,0.0,191881.31,0.0,519484.68,0.0,153838.28,0.0,442361.54,0.0,176893.45,0.0,882192.68,0.0,127505.94,0.0,603405.28,0.0,155145.31,0.0,756546.61,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,103922.47,82445.71,92847.1,89835.86,88419.85,46158.78,110848.99,128154.29,260866.46,136984.31,209785.33,191220.59,193551.15,162262.57,223159.94,236556.84,186495.6,251304.67,0.0,218983.74,0.0,93204.59,0.0,407457.29,0.0,261336.38,0.0,379232.36,0.0,110912.32,0.0,287798.72,0.0,191126.92,0.0,239506.09,0.0,140077.38,0.0,297620.82,0.0,242738.56,0.0,574377.63,0.0,351837.85,0.0,233157.96,0.0,141923.08,0.0,314619.9,0.0,426959.26,0.0,813007.23,0.0,496300.66,0.0,757368.01,0.0,542890.58,0.0,523633.62,0.0
现金的期初余额,75303.24,75303.24,75303.24,75303.24,91549.4,89835.86,91549.4,91549.4,128154.29,128154.29,128154.29,128154.29,191220.59,191220.59,191220.59,191220.59,238344.6,237844.6,0.0,237844.6,0.0,218983.74,0.0,238241.98,0.0,407457.29,0.0,407457.29,0.0,384565.66,0.0,379232.36,0.0,287798.72,0.0,287798.72,0.0,239506.09,0.0,239506.09,0.0,297620.82,0.0,297620.82,0.0,574377.63,0.0,574377.63,0.0,233157.96,0.0,248108.1,0.0,314619.9,0.0,314619.9,0.0,813007.23,0.0,813007.23,0.0,757368.01,0.0,757368.01,0.0
现金等价物的期末余额,0.0,0.0,0.0,1713.55,0.0,11.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,1713.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,28619.24,7142.47,17543.87,16246.17,-3129.55,-45379.11,19299.59,36604.89,132712.16,8830.02,81631.04,63066.3,2330.56,-28958.02,31939.35,45336.25,-51848.99,13460.07,0.0,-18860.86,0.0,-125779.15,0.0,169215.32,0.0,-146120.91,0.0,-28224.93,0.0,-273653.34,0.0,-91433.65,0.0,-96671.8,0.0,-48292.63,0.0,-99428.71,0.0,58114.73,0.0,-54882.25,0.0,276756.82,0.0,-222539.78,0.0,-341219.67,0.0,-91234.88,0.0,66511.79,0.0,112339.37,0.0,498387.33,0.0,-316706.57,0.0,-55639.22,0.0,-214477.43,0.0,-233734.39,0.0
