报表日期,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
无形资产摊销,2673.83,0.0,7910.4,0.0,3265.64,0.0,6960.56,0.0,3870.71,0.0,9095.61,0.0,5532.22,0.0,11717.39,0.0,6742.81,0.0,12479.85,0.0,6121.51,0.0,11788.5,0.0,5665.49,0.0,10351.8,0.0,4908.13,0.0,9213.36,0.0,4392.74,0.0,8872.67,0.0,5035.76,0.0,9935.87,0.0,5163.7,0.0,13075.05,0.0,12504.72,0.0,29764.12,0.0,19434.21,0.0,41343.41,0.0,357839.87,0.0,42726.85,0.0
长期待摊费用摊销,51.26,0.0,327.45,0.0,296.59,0.0,886.8,0.0,262.88,0.0,670.09,0.0,307.67,0.0,901.45,0.0,355.94,0.0,859.29,0.0,1010.79,0.0,1856.29,0.0,636.7,0.0,3650.66,0.0,390.45,0.0,762.7,0.0,115.49,0.0,256.85,0.0,774.02,0.0,1501.04,0.0,65.45,0.0,124.1,0.0,95.89,0.0,1554.27,0.0,1704.57,0.0,3669.85,0.0,2390.73,0.0,8945.46,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,-46392.66,0.0,-119677.87,0.0,-25295.87,0.0,-65071.88,0.0,-7404.68,0.0,-24783.37,0.0,-29799.42,0.0,-30543.68,0.0,1732.67,0.0,-16828.03,0.0,-7119.49,0.0,-14502.03,0.0,-8876.16,0.0,4980.42,0.0,88337.93,0.0,99384.39,0.0,32341.05,0.0,31958.92,0.0,6445.03,0.0,102619.48,0.0,-237.17,0.0,-540.37,0.0,-32.07,0.0,-12323.79,0.0,-3244.59,0.0,-3712.15,0.0,-4103.47,0.0,-8613.68,0.0
固定资产报废损失,-1.16,0.0,7.93,0.0,42.85,0.0,-13.58,0.0,0.51,0.0,30.33,0.0,-3.3,0.0,7.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9429.33,0.0,-371.41,0.0,553.98,0.0,2804.91,0.0,6297.64,0.0,720.67,0.0,3687.77,0.0
公允价值变动损失,-13510.06,0.0,-168784.19,0.0,20017.64,0.0,520376.3,0.0,-241681.28,0.0,-346905.53,0.0,-8097.45,0.0,-11332.6,0.0,-11520.76,0.0,-19147.68,0.0,-2158.56,0.0,-2906.43,0.0,-1932.2,0.0,-1881.42,0.0,-2830.83,0.0,-1437.88,0.0,2048.99,0.0,-611.48,0.0,-1504.24,0.0,-1521.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7726.81,0.0,-28296.3,0.0,-29877.84,0.0,3301.29,0.0,2710.59,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,63893.13,0.0,187063.56,0.0,88775.83,0.0,139927.58,0.0,57927.24,0.0,111461.72,0.0,73395.4,0.0,137001.92,0.0,78220.59,0.0,182558.43,0.0,115391.01,0.0,236419.07,0.0,180769.3,0.0,285715.62,0.0,183799.58,0.0,288677.78,0.0,120806.8,0.0,178058.38,0.0,102677.8,0.0,69425.96,0.0,130237.62,0.0,310013.5,0.0,92351.34,0.0,281926.78,0.0,291960.5,0.0,519940.63,0.0,203023.39,0.0,672331.27,0.0
投资损失,-93729.59,0.0,-411492.12,0.0,-231420.58,0.0,-263790.75,0.0,114933.37,0.0,125055.49,0.0,-64128.41,0.0,-175386.12,0.0,-136528.09,0.0,-217314.18,0.0,-83327.61,0.0,-172856.52,0.0,-553668.04,0.0,-989894.93,0.0,-84617.05,0.0,-211640.31,0.0,-78767.98,0.0,-207112.36,0.0,171553.72,0.0,97659.58,0.0,-288462.34,0.0,-391891.63,0.0,-102861.63,0.0,-223503.57,0.0,-125865.63,0.0,-997841.78,0.0,-166425.37,0.0,-286247.74,0.0
递延所得税资产减少,-11397.62,0.0,-24482.04,0.0,-4210.15,0.0,-220034.9,0.0,6067.95,0.0,60149.3,0.0,26384.68,0.0,18491.12,0.0,-3110.19,0.0,156938.69,0.0,3974.31,0.0,27349.38,0.0,2256.97,0.0,5995.14,0.0,5377.15,0.0,6485.52,0.0,109.63,0.0,496.28,0.0,2009.41,0.0,4377.12,0.0,449.82,0.0,-107308.61,0.0,-2738.88,0.0,9830.06,0.0,-3599.54,0.0,11625.51,0.0,-2542.97,0.0,-7625.17,0.0
递延所得税负债增加,5.71,0.0,80963.05,0.0,42016.22,0.0,171872.36,0.0,-45846.3,0.0,-48271.07,0.0,45026.47,0.0,46661.22,0.0,16051.84,0.0,-101592.69,0.0,7642.84,0.0,-8032.1,0.0,-3175.78,0.0,-7863.06,0.0,6167.4,0.0,-153557.93,0.0,2556.5,0.0,3003.6,0.0,4302.21,0.0,-5450.54,0.0,14866.87,0.0,54318.33,0.0,7458.02,0.0,3391.06,0.0,4514.07,0.0,1988.14,0.0,-1404.44,0.0,-10371.05,0.0
存货的减少,-12929.46,0.0,-63137.79,0.0,-42991.53,0.0,-9309.17,0.0,6743.84,0.0,-31037.14,0.0,-22735.08,0.0,-18759.58,0.0,-126842.73,0.0,-132688.16,0.0,-64967.18,0.0,74852.41,0.0,-4041.81,0.0,27295.88,0.0,12121.19,0.0,72119.66,0.0,22237.25,0.0,57846.61,0.0,-23325.71,0.0,-2461.32,0.0,-74992.37,0.0,-77197.06,0.0,-65547.28,0.0,-177237.77,0.0,-76.96,0.0,4427.4,0.0,64876.47,0.0,82234.72,0.0
经营性应收项目的减少,109347.7,0.0,-82565.54,0.0,-135638.3,0.0,-72707.55,0.0,5299267.97,0.0,13830.64,0.0,-206935.52,0.0,-163472.95,0.0,-239924.88,0.0,19387.52,0.0,-307916.39,0.0,50647.29,0.0,-125037.34,0.0,1879155.37,0.0,291460.02,0.0,485711.1,0.0,-100149.89,0.0,80444.46,0.0,128678.38,0.0,-44095.82,0.0,-26660.21,0.0,94292.21,0.0,-170449.23,0.0,-465753.22,0.0,-60576.19,0.0,-1273.69,0.0,-15976.35,0.0,24679.88,0.0
经营性应付项目的增加,-114802.96,0.0,361943.56,0.0,283872.2,0.0,550905.87,0.0,-5543777.9,0.0,-111355.16,0.0,93990.78,0.0,184249.81,0.0,335350.82,0.0,146676.34,0.0,245136.31,0.0,-304894.94,0.0,-129774.92,0.0,-2156107.77,0.0,-395332.64,0.0,-569423.07,0.0,124005.13,0.0,-75611.4,0.0,138028.29,0.0,558044.99,0.0,-31164.95,0.0,100118.29,0.0,73544.81,0.0,658860.22,0.0,61867.19,0.0,355910.97,0.0,218109.39,0.0,1445026.07,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,8637.46,0.0,8351.36,0.0,0.0,0.0,796.96,0.0,0.0,0.0,-1050.49,0.0,0.0,0.0,-19580.76,0.0,264.4,0.0,331.98,0.0,0.0,0.0,-1628.36,0.0,0.0,0.0,27123.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1731.4,0.0,9404.03,0.0,7533.73,0.0,15285.82,0.0
经营活动产生现金流量净额,118032.54,0.0,2268268.26,0.0,1668624.52,0.0,2337823.63,0.0,-605835.7,0.0,-587900.81,0.0,473136.6,0.0,1115182.97,0.0,-84660.83,0.0,-501105.6,0.0,-316651.94,0.0,-529928.07,0.0,-340154.13,0.0,-233812.63,0.0,139892.6,0.0,590131.75,0.0,583866.64,0.0,666368.06,0.0,4398.84,0.0,151953.22,0.0,178178.04,0.0,709203.94,0.0,46626.11,0.0,813077.56,0.0,946683.88,0.0,2120237.15,0.0,1143769.11,0.0,4503055.53,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,2237696.55,2315605.41,3733024.22,3459972.22,3230758.61,3599174.67,3158243.6,3388496.08,4276184.29,4340154.5,4409802.8,4404064.97,4354135.72,4706601.44,4655091.03,4437978.37,4379763.77,0.0,4696272.48,0.0,4081816.41,0.0,4633679.37,0.0,5539351.49,0.0,4820639.02,0.0,3784237.21,0.0,3970552.43,0.0,4394106.58,0.0,3269053.44,0.0,3477108.7,0.0,3218857.2,0.0,2469867.83,0.0,2573852.57,0.0,2956026.07,0.0,3283772.9,0.0,3186983.74,0.0,4976480.01,0.0,4540266.18,0.0,5263033.02,0.0
现金的期初余额,782571.2,782571.2,1097034.06,3733024.22,3760874.79,3766718.47,3765865.15,3158243.6,3159186.48,3212110.49,3182691.74,4409812.2,4409802.8,4409802.8,4409802.8,4728227.3,4668322.04,0.0,4668322.04,0.0,4696272.48,0.0,4696272.48,0.0,4633679.37,0.0,4636129.31,0.0,4820639.02,0.0,4820639.02,0.0,3970552.43,0.0,3970552.43,0.0,3360604.24,0.0,3389714.35,0.0,3218857.2,0.0,3218857.2,0.0,2573852.57,0.0,2573852.57,0.0,3283772.9,0.0,3283772.9,0.0,4976480.01,0.0,4976480.01,0.0
现金等价物的期末余额,0.0,0.0,0.0,0.0,5487.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,5843.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,1455125.35,1533034.21,2635990.16,-273052.01,-530472.58,-167543.8,-607621.55,230252.49,1116997.81,1128044.01,1227111.07,-5747.24,-55667.09,296798.64,245288.23,-290248.94,-288558.27,0.0,27950.44,0.0,-614456.08,0.0,-62593.12,0.0,905672.12,0.0,184509.72,0.0,-1036401.81,0.0,-850086.6,0.0,423554.15,0.0,-701498.99,0.0,116504.46,0.0,-170857.15,0.0,-748989.37,0.0,-645004.63,0.0,382173.5,0.0,709920.33,0.0,-96789.16,0.0,1692707.11,0.0,-436213.83,0.0,286553.01,0.0
