报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
处置固定资产、无形资产和其他长期资产的损失,0.0,-165.54,0.0,99.59,0.0,22.45,0.0,16.63,0.0,16.63,0.0,83.24,0.0,0.0,0.0,-633.97,0.0,0.0,0.0,316.88,0.0,-206.16,0.0,-206.16,0.0,-5695.73,0.0,-7027.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1343.4,0.0,0.0,0.0,-147.18,0.0,104.79,0.0,104.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-112.0,0.0,0.0
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.01,0.0,0.0,0.0,18.23,0.0,0.0,0.0,-15.39,0.0,20.95,0.0,142.93,0.0,182.77,0.0,17.94,0.0,47.89,0.0,30.63,0.0,61.46,0.0,-900.8,0.0,34.2,0.0,-144.6,0.0,305.81,0.0,-1.46,0.0,-9.34,0.0,-3.96,0.0,47.79,0.0,5.55,0.0,15.16,0.0,-13.45
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,647.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.75,0.0,0.0,0.0,-20.61,0.0,39.37,0.0,-5.25,0.0,17.3,0.0,2.53,0.0,158.73,0.0,134.06,0.0,-208.0,0.0,-268.51,0.0,25.97,0.0,-26.27,0.0,-24.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,0.0,1167.35,0.0,2822.78,0.0,1790.74,0.0,3604.19,0.0,1259.86,0.0,1304.42,0.0,645.2,0.0,1704.4,0.0,1364.51,0.0,4321.75,0.0,3321.38,0.0,7083.62,0.0,4210.5,0.0,7990.42,0.0,2759.31,0.0,5515.81,0.0,2004.47,0.0,4009.97,0.0,2017.59,0.0,3540.3,0.0,1527.68,0.0,2315.5,0.0,806.09,0.0,1533.93,0.0,696.44,0.0,1406.56,0.0,823.63,0.0,1387.84,0.0,554.63
投资损失,0.0,0.0,0.0,5564.03,0.0,-1063.1,0.0,-1635.63,0.0,-1465.38,0.0,-2104.7,0.0,154.11,0.0,434.31,0.0,-12609.72,0.0,-12476.5,0.0,-6563.76,0.0,-6773.54,0.0,-124.42,0.0,-12321.09,0.0,2240.65,0.0,5683.38,0.0,1988.67,0.0,6278.56,0.0,-435.79,0.0,-4152.89,0.0,-349.23,0.0,-349.23,0.0,-74.8,0.0,-74.8,0.0,-92.85,0.0,-92.85,0.0,-104.46,0.0,-562.23,0.0,-279.95
递延所得税资产减少,0.0,0.0,0.0,-27.44,0.0,0.0,0.0,190.42,0.0,0.0,0.0,-259.98,0.0,0.0,0.0,-23.33,0.0,0.0,0.0,-60.82,0.0,0.0,0.0,-1802.51,0.0,-471.09,0.0,257.5,0.0,172.09,0.0,647.56,0.0,-128.81,0.0,15.93,0.0,289.1,0.0,367.71,0.0,43.48,0.0,1518.33,0.0,0.0,0.0,0.0,0.0,-151.33,0.0,-306.97,0.0,-106.24,0.0,240.18,0.0,-31.44
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.85,0.0,0.0,0.0,-63.68,0.0,0.0
存货的减少,0.0,-1804.21,0.0,-1266.04,0.0,-924.16,0.0,-2570.42,0.0,5606.73,0.0,6207.07,0.0,-2871.15,0.0,-1595.01,0.0,-3338.71,0.0,-12444.08,0.0,-10245.92,0.0,-10403.62,0.0,-7760.88,0.0,-12233.1,0.0,5175.88,0.0,9120.12,0.0,-5708.21,0.0,14.31,0.0,3934.58,0.0,410.34,0.0,1548.7,0.0,-1866.67,0.0,-2382.02,0.0,-3984.99,0.0,-2466.85,0.0,-7788.44,0.0,5080.49,0.0,7163.14,0.0,-4420.23
经营性应收项目的减少,0.0,-2745.1,0.0,-5004.72,0.0,-3623.83,0.0,1886.16,0.0,2087.23,0.0,-9224.81,0.0,-13863.83,0.0,-37821.39,0.0,-13740.63,0.0,16864.07,0.0,-10808.73,0.0,39704.39,0.0,-13828.98,0.0,-560.26,0.0,-6950.5,0.0,-9064.04,0.0,-2514.35,0.0,4430.47,0.0,591.62,0.0,-3006.25,0.0,2290.26,0.0,6480.95,0.0,-3078.72,0.0,-3520.64,0.0,-6432.97,0.0,-5352.44,0.0,-6346.76,0.0,-2329.86,0.0,-5847.72
经营性应付项目的增加,0.0,835.02,0.0,2953.0,0.0,1023.54,0.0,2416.3,0.0,-632.55,0.0,3195.52,0.0,6936.51,0.0,11289.44,0.0,25569.91,0.0,-7839.57,0.0,6758.81,0.0,-54799.04,0.0,14938.32,0.0,-2556.14,0.0,-10127.04,0.0,-5751.69,0.0,11319.77,0.0,-5812.23,0.0,-2272.43,0.0,-4347.41,0.0,-1650.88,0.0,-6327.15,0.0,-595.13,0.0,-3255.06,0.0,10337.36,0.0,8031.47,0.0,-2653.74,0.0,-5383.18,0.0,-342.99
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,-13.82,0.0,0.0,0.0,-14.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
经营活动产生现金流量净额,0.0,1664.82,0.0,8227.78,0.0,3323.77,0.0,14893.44,0.0,16486.33,0.0,31672.86,0.0,12799.19,0.0,10462.98,0.0,12539.22,0.0,6588.39,0.0,-15967.17,0.0,-27601.8,0.0,-4247.68,0.0,-2816.19,0.0,-7228.57,0.0,-2022.44,0.0,3666.28,0.0,274.53,0.0,3625.59,0.0,4116.94,0.0,2900.48,0.0,4005.0,0.0,740.34,0.0,5068.63,0.0,13808.21,0.0,21316.91,0.0,9615.71,0.0,24998.57,0.0,601.78
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,7131.81,5506.92,12363.53,12764.48,9882.63,8216.82,10086.22,12874.34,20066.69,17547.82,21961.2,31314.95,45329.75,39495.47,35087.8,21929.57,33470.9,62252.82,0.0,48997.97,0.0,33313.69,0.0,19087.22,0.0,18568.05,0.0,18608.23,0.0,43963.42,0.0,36807.27,0.0,31961.28,0.0,16416.95,0.0,33959.57,0.0,14000.0,0.0,39780.34,0.0,16428.3,0.0,7565.28,0.0,9767.99,0.0,22450.28,0.0,26491.79,0.0,26502.68,0.0,23255.02,0.0,21586.72
现金的期初余额,8563.91,8563.91,8563.91,8563.91,12764.48,12764.48,12764.48,12764.48,12874.34,12874.34,12874.34,12874.34,31314.95,31314.95,31314.95,31314.95,21939.83,21939.83,0.0,21929.57,0.0,48997.97,0.0,48997.97,0.0,19087.22,0.0,19087.22,0.0,18608.23,0.0,18608.23,0.0,36807.27,0.0,36807.27,0.0,16416.95,0.0,16416.95,0.0,14000.0,0.0,14000.0,0.0,16428.3,0.0,16428.3,0.0,9767.99,0.0,9767.99,0.0,26491.79,0.0,26491.79,0.0,23255.02
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,-1432.1,-3056.99,3799.62,4200.57,-2881.86,-4547.66,-2678.27,109.86,7192.35,4673.47,9086.86,18440.61,14014.79,8180.52,3772.85,-9385.38,11531.07,40312.99,0.0,27068.4,0.0,-15684.27,0.0,-29910.75,0.0,-519.17,0.0,-478.99,0.0,25355.19,0.0,18199.04,0.0,-4845.99,0.0,-20390.32,0.0,17542.62,0.0,-2416.96,0.0,25780.35,0.0,2428.3,0.0,-8863.02,0.0,-6660.31,0.0,12682.29,0.0,16723.8,0.0,10.89,0.0,-3236.77,0.0,-1668.3
