报表日期,2007-12-31,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31
经营性应付项目的增加,3799.0,0.0,1597.81,0.0,682.83,0.0,2289.1,0.0,6193.32,0.0,16778.02,0.0,2756.73,0.0,1646.82,0.0,11532.17,0.0,8703.06,0.0,-229.8,0.0,4623.67,0.0,1362.52,0.0,7712.07,0.0,-1017.63,0.0,4063.75,0.0,-8404.43,0.0,-7485.79,0.0,2305.69,0.0,6151.24,0.0,-21986.44,0.0,-12372.63,0.0,-12259.42,0.0,-4851.8,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086.68,0.0,36.54,0.0,369.62,0.0,8.11,0.0,-8.34,0.0,-167.06,0.0,-170.78,0.0,-100.53,0.0,419.05,0.0,-17.25,0.0,0.0,0.0,119.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15292.88,0.0
经营活动产生现金流量净额,5275.35,0.0,7789.32,0.0,6831.9,0.0,13428.2,0.0,3856.64,0.0,18664.94,0.0,9702.83,0.0,27231.86,0.0,23521.88,0.0,52121.37,0.0,21271.95,0.0,66852.2,0.0,45281.09,0.0,98224.91,0.0,39128.1,0.0,105602.88,0.0,67516.9,0.0,143481.2,0.0,74706.43,0.0,145772.24,0.0,56911.94,0.0,134066.35,0.0,82714.23,0.0,150664.48,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,2582.91,3217.48,5227.43,5863.8,12321.2,119606.05,115497.85,114186.91,109121.29,101890.61,100084.98,88165.79,86019.41,0.0,88917.64,0.0,89608.82,0.0,95847.0,0.0,57952.29,0.0,69393.69,0.0,79000.68,0.0,85108.68,0.0,52929.78,0.0,100543.0,0.0,137505.27,0.0,171377.39,0.0,91532.44,0.0,82892.22,0.0,86810.98,0.0,64511.15,0.0,44834.15,0.0,111194.22,0.0
现金的期初余额,665.1,2582.91,2582.91,5227.43,5227.43,5227.43,5227.43,115497.85,115497.85,115497.85,115497.85,100084.98,100084.98,0.0,100084.98,0.0,88917.64,0.0,88917.64,0.0,95847.0,0.0,95847.0,0.0,69393.69,0.0,69393.69,0.0,85108.68,0.0,85108.68,0.0,100543.0,0.0,100543.0,0.0,171377.39,0.0,171377.39,0.0,82892.22,0.0,82892.22,0.0,64511.15,0.0,64511.15,0.0
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,1917.8,634.57,2644.52,636.38,7093.78,114378.63,110270.43,-1310.95,-6376.56,-13607.24,-15412.88,-11919.19,-14065.57,0.0,-11167.33,0.0,691.17,0.0,6929.36,0.0,-37894.71,0.0,-26453.31,0.0,9606.99,0.0,15714.99,0.0,-32178.9,0.0,15434.32,0.0,36962.28,0.0,70834.39,0.0,-79844.95,0.0,-88485.17,0.0,3918.76,0.0,-18381.07,0.0,-19676.99,0.0,46683.07,0.0
