报表日期,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.76,0.0,255.42,0.0,133.16,0.0,345.64,0.0,8254.58,0.0,-29662.41,0.0,-825.86,0.0,-44615.66,0.0,-6.29,0.0,7311.06,0.0,8773.27,0.0,13786.57,0.0
经营活动产生现金流量净额,4223.2,3051.27,0.0,0.0,0.0,3287.15,0.0,2751.96,0.0,3859.25,0.0,-576.09,0.0,2424.4,0.0,1689.5,0.0,4884.93,0.0,2165.5,0.0,9158.69,0.0,38103.04,0.0,108123.82,0.0,45888.71,0.0,105193.96,0.0,109684.73,0.0,183189.59,0.0,97723.6,0.0,195443.36,0.0,61635.49,0.0,325756.4,0.0,245022.65,0.0,292793.73,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,389.39,4149.34,1336.08,2584.17,0.0,864.37,37763.74,36091.54,0.0,32505.84,0.0,27294.76,0.0,29993.33,0.0,26573.72,0.0,29146.52,0.0,0.0,0.0,59558.05,0.0,97693.08,0.0,110578.9,0.0,70446.16,0.0,81921.3,0.0,157091.55,0.0,158091.09,0.0,153865.96,0.0,151574.03,0.0,178412.9,0.0,213526.04,0.0,346366.38,0.0,177408.15,0.0
现金的期初余额,691.31,389.39,4149.34,4149.34,0.0,4149.34,864.37,864.37,0.0,864.37,0.0,32505.84,0.0,32505.84,0.0,29993.33,0.0,29993.33,0.0,0.0,0.0,29146.52,0.0,59558.05,0.0,59558.05,0.0,110578.9,0.0,110578.9,0.0,81921.3,0.0,81921.3,0.0,158091.09,0.0,158091.09,0.0,151574.03,0.0,151574.03,0.0,213526.04,0.0,213526.04,0.0
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27035.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29146.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,-301.92,3759.95,-2813.26,-1565.17,0.0,-3284.97,36899.37,35227.17,0.0,31641.48,0.0,-5211.09,0.0,-2512.51,0.0,-3419.61,0.0,-846.81,0.0,-2110.53,0.0,30411.53,0.0,38135.03,0.0,51020.85,0.0,-40132.74,0.0,-28657.6,0.0,75170.25,0.0,76169.79,0.0,-4225.13,0.0,-6517.06,0.0,26838.86,0.0,61952.01,0.0,132840.34,0.0,-36117.89,0.0
