报表日期,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31
投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-771.46,0.0,-201.84,0.0,-848.77,0.0,-446.24,0.0,-845.72,0.0,-1039.21,0.0,-1553.98,0.0,-658.39,0.0,-52158.1,0.0,-13399.1,0.0,-41333.1,0.0,-303104.0,0.0,-302668.5,0.0,-17148.1,0.0,-53907.9,0.0,-13526.7,0.0,-15323.8,0.0,35125.2,0.0,129339.7,0.0
递延所得税资产减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.54,0.0,-149.76,0.0,-71.32,0.0,-369.31,0.0,-80.01,0.0,-464.92,0.0,-185.97,0.0,-2903.69,0.0,273.89,0.0,-905.76,0.0,83.81,0.0,6048.0,0.0,1169.9,0.0,3816.3,0.0,711.3,0.0,2278.8,0.0,87.7,0.0,-3819.4,0.0,3825.7,0.0,2052.3,0.0,94.6,0.0,1523.1,0.0
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1478.7,0.0,-172.5,0.0,-154.1,0.0,1889.8,0.0,-765.3,0.0,1596.0,0.0,-1045.0,0.0,-194.7,0.0,238.4,0.0,-322.4,0.0,4909.6,0.0
存货的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9700.93,0.0,-10025.64,0.0,1167.07,0.0,707.36,0.0,-3785.02,0.0,-4850.52,0.0,10405.99,0.0,9049.61,0.0,-430.57,0.0,-2157.88,0.0,2775.93,0.0,-5538.9,0.0,-2284.8,0.0,-1777.9,0.0,-942.2,0.0,-12563.3,0.0,-10519.1,0.0,-13253.9,0.0,-1745.5,0.0,-33598.1,0.0,5957.1,0.0,3249.2,0.0
经营性应收项目的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2272.86,0.0,-11068.7,0.0,-8031.63,0.0,-19186.88,0.0,-113.66,0.0,-18052.55,0.0,-6705.13,0.0,-10128.61,0.0,1169.22,0.0,-7968.37,0.0,2911.82,0.0,-11701.9,0.0,55792.0,0.0,10912.9,0.0,5886.2,0.0,25766.1,0.0,18269.7,0.0,-10573.3,0.0,-31777.0,0.0,-20700.3,0.0,27048.7,0.0,31523.7,0.0
经营性应付项目的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10272.5,0.0,22521.43,0.0,9639.04,0.0,13980.34,0.0,18440.97,0.0,18137.6,0.0,-20804.75,0.0,-12126.08,0.0,-12129.23,0.0,-10110.54,0.0,-8106.64,0.0,46798.6,0.0,11413.7,0.0,35750.7,0.0,19171.5,0.0,-7055.5,0.0,-47470.8,0.0,25264.1,0.0,-14055.2,0.0,-27363.3,0.0,-64244.8,0.0,34258.8,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.97,0.0,1772.82,0.0,3671.65,0.0,1722.58,0.0,3228.61,0.0,1085.11,0.0,1900.49,0.0,631.92,0.0,921.97,0.0,459.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
经营活动产生现金流量净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5221.42,0.0,21060.34,0.0,13889.93,0.0,22332.39,0.0,27305.0,0.0,27666.06,0.0,-2870.87,0.0,17239.26,0.0,1957.27,0.0,4514.33,0.0,3990.97,0.0,414252.9,0.0,213252.7,0.0,374779.5,0.0,119918.6,0.0,275992.9,0.0,30996.7,0.0,194297.0,0.0,-14220.5,0.0,16558.2,0.0,-27188.6,0.0,55732.6,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92061.24,0.0,103741.87,0.0,91634.96,0.0,77922.31,0.0,79963.75,0.0,72726.98,0.0,56036.2,0.0,47422.41,0.0,36135.32,0.0,44082.97,0.0,50588.33,0.0,323470.7,0.0,209613.8,0.0,273376.5,0.0,130364.3,0.0,62886.8,0.0,52046.6,0.0,579237.2,0.0,525487.6,0.0,296999.4,0.0,575990.0,0.0,604276.5,0.0
现金的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31000.97,0.0,30726.61,0.0,103741.87,0.0,103741.87,0.0,77922.31,0.0,77922.31,0.0,72726.98,0.0,72726.98,0.0,47422.41,0.0,47422.41,0.0,44082.97,0.0,207288.4,0.0,323470.7,0.0,323470.7,0.0,273376.5,0.0,273376.5,0.0,62886.8,0.0,62886.8,0.0,579237.2,0.0,579237.2,0.0,296999.4,0.0,296999.4,0.0
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61060.27,0.0,73015.25,0.0,-12106.91,0.0,-25819.56,0.0,2041.45,0.0,-5195.32,0.0,-16690.78,0.0,-25304.58,0.0,-11287.09,0.0,-3339.43,0.0,6505.35,0.0,116182.3,0.0,-113856.9,0.0,-50094.2,0.0,-143012.2,0.0,-210489.7,0.0,-10840.2,0.0,516350.4,0.0,-53749.6,0.0,-282237.8,0.0,278990.6,0.0,307277.1,0.0
